#Field    ID    z    logM    logSFR   beta_obs   beta_obs_err   beta_SED    foiii    eoiii    EW_oiii_obs    fhb    ehb    fhanii    ehanii    EW_hanii_obs    fsii    esii    foii    eoii    AGN_flag   n_UV_filt   L_2800_sun_obs   L_2800_sun_SED
cosmos   11818   1.51830    9.47    0.67    -1.69     0.23   -1.73     5.34000e-17  1.27000e-17      169.000  1.36000e-17  1.13000e-17  4.73000e-17  9.30000e-18      158.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  9.43369e+09  9.90158e+09
cosmos   12087   1.49610    9.17    0.44    -1.81     0.23   -1.81     4.14000e-17  1.05000e-17      296.000  6.21000e-18  9.61000e-18  3.12000e-17  6.96000e-18      196.000  9.65000e-18  1.46000e-17     -1.00000     -1.00000       0       7  5.86868e+09  6.18909e+09
cosmos   12157   1.49920    9.67    0.83    -1.78     0.22   -1.72     5.95000e-17  1.19000e-17      161.000  1.64000e-17  1.06000e-17  7.43000e-17  7.77000e-18      283.000  2.09000e-17  1.77000e-17     -1.00000     -1.00000       0       7  1.49623e+10  1.60270e+10
cosmos   12227   1.33580    8.57    0.49    -2.18     0.22   -2.16     9.62000e-17  1.38000e-17      363.000  1.61000e-17  1.26000e-17  3.60000e-17  6.15000e-18      349.000  5.91000e-18  6.54000e-18     -1.00000     -1.00000       0       5  7.22837e+09  7.41207e+09
cosmos   12348   1.45550    9.83    0.74    -1.64     0.22   -1.52     1.07000e-16  3.50000e-17      130.000  3.66000e-17  3.73000e-17  9.96000e-17  2.71000e-17      335.000  3.30000e-17  3.35000e-17     -1.00000     -1.00000       0       7  1.13635e+10  1.24678e+10
cosmos   12451   1.49320    9.67    0.76    -1.33     0.23   -1.39     4.55000e-17  1.43000e-17      95.0000      0.00000  8.71000e-19  4.25000e-17  1.30000e-17      227.000  4.08000e-17  2.30000e-17     -1.00000     -1.00000       0       7  9.32444e+09  9.70885e+09
cosmos   12476   1.51260    9.77    1.66    -1.63     0.22   -1.58     3.56000e-16  1.68000e-17      311.000  6.05000e-17  1.41000e-17  3.18000e-16  1.41000e-17      584.000  5.00000e-17  3.71000e-17     -1.00000     -1.00000       0       7  3.41047e+10  3.92750e+10
cosmos   12702   1.42860    9.85    0.55    -1.46     0.22   -1.76     7.23000e-17  1.31000e-17      235.000  3.17000e-17  1.17000e-17  6.90000e-17  7.06000e-18      161.000  1.14000e-17  7.99000e-18     -1.00000     -1.00000       0       7  9.43322e+09  9.45835e+09
cosmos   12891   1.50530    9.56    0.74    -2.17     0.22   -2.02     1.07000e-16  1.92000e-17      253.000  7.26000e-18  1.63000e-17  5.11000e-17  1.38000e-17      228.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  1.62673e+10  1.88392e+10
cosmos   12917   1.32470    8.41   -0.06    -2.00     0.25   -2.02     7.10000e-17  1.35000e-17      570.000      0.00000  9.84000e-19  2.52000e-17  6.09000e-18      309.000  5.41000e-18  6.79000e-18     -1.00000     -1.00000       0       5  2.24788e+09  2.30182e+09
cosmos   13813   1.52770   10.50    1.28    -1.00     0.25   -0.67     3.40000e-17  1.40000e-17      62.0000  5.15000e-17  1.31000e-17  1.37000e-16  1.72000e-17      240.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  6.05052e+09  7.41571e+09
cosmos   13851   1.33610   10.81    1.28     0.57     0.34    0.40     3.46000e-17  2.44000e-17      94.4000  2.12000e-17  2.33000e-17  8.62000e-17  1.51000e-17      137.000  2.58000e-17  1.29000e-17     -1.00000     -1.00000       0       5  2.58985e+09  2.69645e+09
cosmos   13896   1.33600    8.17   -0.02    -2.03     0.26   -1.83     9.00000e-17  1.26000e-17      535.000      0.00000  9.85000e-19  2.35000e-17  5.72000e-18      525.000      0.00000  5.00000e-19     -1.00000     -1.00000       0       5  1.86650e+09  1.91669e+09
cosmos   14214   1.39910    9.77    1.00    -1.69     0.22   -1.56     1.57000e-16  1.45000e-17      273.000  4.87000e-17  1.33000e-17  1.48000e-16  9.14000e-18      366.000  2.26000e-17  7.55000e-18     -1.00000     -1.00000       0       5  2.12278e+10  2.28601e+10
cosmos   14249   1.33780   10.37    0.86    -0.43     0.24   -0.24     9.65000e-18  1.87000e-17      36.7000  5.49000e-17  1.83000e-17  1.36000e-16  1.10000e-17      439.000  2.37000e-17  9.20000e-18     -1.00000     -1.00000       0       5  5.75602e+09  5.74326e+09
cosmos   14291   1.40210    9.86    0.80    -1.58     0.22   -1.44     1.11000e-16  1.38000e-17      252.000  3.97000e-17  1.19000e-17  9.78000e-17  7.89000e-18      361.000  1.40000e-17  6.81000e-18     -1.00000     -1.00000       0       6  9.38262e+09  1.01497e+10
cosmos   15509   1.33790    9.55    0.54    -1.63     0.22   -1.54     6.37000e-17  1.34000e-17      351.000  9.61000e-18  1.13000e-17  3.04000e-17  6.73000e-18      182.000  7.78000e-18  8.57000e-18     -1.00000     -1.00000       0       5  6.86027e+09  7.46703e+09
cosmos   15531   1.39680    9.48    0.72    -1.64     0.23   -1.68     4.95000e-17  1.96000e-17      157.000  1.18000e-17  1.85000e-17  3.78000e-17  1.23000e-17      196.000  1.44000e-17  1.07000e-17     -1.00000     -1.00000       0       5  7.50238e+09  7.94495e+09
cosmos   15710   1.41970    9.64    0.67    -1.81     0.22   -1.63     4.12000e-17  1.45000e-17      98.4000  1.92000e-17  1.31000e-17  3.73000e-17  7.49000e-18      118.000      0.00000  7.00000e-19     -1.00000     -1.00000       0       7  1.07809e+10  1.16684e+10
cosmos   15851   1.52740    9.66    0.94    -1.68     0.22   -1.51     8.97000e-17  1.81000e-17      272.000  2.95000e-17  1.58000e-17  8.14000e-17  1.79000e-17      482.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  1.97433e+10  2.16379e+10
cosmos   15884   1.41940    8.82    0.55    -2.13     0.24   -2.02     3.84000e-17  1.19000e-17      592.000      0.00000  6.41000e-19  2.56000e-17  6.47000e-18      1780.00  7.24000e-18  6.34000e-18     -1.00000     -1.00000       0       7  3.89832e+09  4.51102e+09
cosmos   16152   1.30060    9.27    1.13    -1.83     0.22   -1.41     1.90000e-16  1.66000e-17      721.000  2.19000e-17  1.56000e-17  1.74000e-16  8.59000e-18      695.000  8.38000e-18  7.40000e-18     -1.00000     -1.00000       0       5  9.18649e+09  1.01154e+10
cosmos   16566   1.43220    8.52    0.26    -2.39     0.23   -1.86     8.95000e-17  1.25000e-17      1290.00  2.03000e-17  1.14000e-17  4.23000e-17  6.51000e-18     -50700.0  1.10000e-17  7.16000e-18     -1.00000     -1.00000       0       7  4.15099e+09  4.58713e+09
cosmos   17042   1.43170    9.61    0.86    -1.47     0.22   -1.44     7.92000e-17  1.96000e-17      262.000  2.41000e-17  1.82000e-17  6.64000e-17  1.22000e-17      258.000      0.00000  6.65000e-19     -1.00000     -1.00000       0       7  1.06141e+10  1.12254e+10
cosmos   17491   1.50620    9.04    0.58    -1.92     0.22   -2.02     7.54000e-17  9.94000e-18      442.000  1.02000e-17  8.09000e-18  3.85000e-17  6.87000e-18      830.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  7.92385e+09  8.48639e+09
cosmos   17694   1.42710    9.41    0.29    -1.95     0.23   -1.84     5.48000e-17  1.35000e-17      6050.00  5.66000e-18  1.23000e-17  3.19000e-17  7.34000e-18      348.000  9.69000e-18  8.14000e-18     -1.00000     -1.00000       0       7  5.31258e+09  5.71709e+09
cosmos   18066   1.33200   10.95    1.72    -0.40     0.22   -0.60     4.06000e-17  3.14000e-17      17.6000      0.00000  1.42000e-18  3.41000e-16  2.21000e-17      155.000  7.92000e-17  1.93000e-17     -1.00000     -1.00000       0       5  2.51794e+10  2.61024e+10
cosmos   18157   1.31270   10.17    0.69    -1.39     0.22   -1.63     1.01000e-16  3.91000e-17      165.000      0.00000  1.76000e-18  7.65000e-17  2.17000e-17      148.000  2.94000e-17  2.06000e-17     -1.00000     -1.00000       0       5  9.99970e+09  1.05484e+10
cosmos   18299   1.44100    9.45    0.35    -1.82     0.23   -1.79     6.05000e-17  9.01000e-18      334.000      0.00000  7.04000e-19  5.15000e-17  4.97000e-18      250.000  1.22000e-17  5.63000e-18     -1.00000     -1.00000       0       7  6.11107e+09  6.28525e+09
cosmos   18334   1.34650    8.73    0.26    -2.27     0.23   -1.93     5.90000e-17  1.67000e-17      250.000  3.58000e-18  1.32000e-17  2.70000e-17  7.56000e-18      319.000      0.00000  4.56000e-19     -1.00000     -1.00000       0       5  4.59468e+09  5.02486e+09
cosmos   18468   1.49260    9.18    0.45    -2.12     0.22   -2.12     7.57000e-17  1.84000e-17      363.000      0.00000  1.04000e-18  6.36000e-17  1.54000e-17      367.000      0.00000  8.60000e-19     -1.00000     -1.00000       0       7  8.85931e+09  8.92189e+09
cosmos   18777   1.43380   10.25    0.96     0.22     0.36   -0.10     2.43000e-17  1.09000e-17      81.2000      0.00000  7.49000e-19  8.82000e-17  8.34000e-18      400.000  1.20000e-17  7.18000e-18     -1.00000     -1.00000       0       7  2.57872e+09  2.92731e+09
cosmos   19049   1.37260    9.89    0.87    -1.19     0.26   -0.45     2.84000e-16  3.01000e-17      1990.00  5.40000e-17  2.76000e-17  1.88000e-16  1.86000e-17      1040.00  6.17000e-17  1.62000e-17     -1.00000     -1.00000       0       5  3.74643e+09  4.86227e+09
cosmos   19894   1.45700    9.63    0.70    -1.69     0.22   -1.50     8.32000e-17  1.08000e-17      323.000  1.93000e-17  9.81000e-18  6.06000e-17  5.75000e-18      255.000  9.27000e-18  6.73000e-18     -1.00000     -1.00000       0       7  1.03947e+10  1.12123e+10
cosmos   20041   1.31570    8.85    0.31    -2.21     0.23   -2.14     8.25000e-17  1.42000e-17      124.000      0.00000  1.11000e-18  2.64000e-17  6.28000e-18      129.000  8.24000e-18  6.68000e-18     -1.00000     -1.00000       0       5  5.31559e+09  5.62654e+09
cosmos   20281   1.40210    9.90    0.65    -1.08     0.23   -1.41     4.47000e-17  1.87000e-17      53.0000  2.07000e-17  1.72000e-17  6.86000e-17  1.24000e-17      185.000  1.11000e-17  1.05000e-17     -1.00000     -1.00000       0       6  6.99976e+09  8.24046e+09
cosmos   20303   1.39020    8.56    0.55    -2.11     0.23   -1.76     2.67000e-16  2.20000e-17      819.000  5.48000e-17  2.22000e-17  1.41000e-16  1.26000e-17      202.000  3.03000e-17  1.27000e-17     -1.00000     -1.00000       0       5  7.06507e+09  7.89752e+09
cosmos   23133   1.33770    8.82    0.35    -2.34     0.22   -2.20     8.08000e-17  2.02000e-17      463000.  1.45000e-17  1.84000e-17  4.70000e-17  9.47000e-18      908.000  1.95000e-17  9.86000e-18     -1.00000     -1.00000       0       5  5.89446e+09  6.34849e+09
cosmos   23287   1.49880    9.75    0.85    -1.94     0.22   -1.92     5.85000e-17  1.40000e-17      109.000  1.79000e-17  1.20000e-17  6.31000e-17  1.18000e-17      291.000  9.77000e-18  1.99000e-17     -1.00000     -1.00000       0       7  1.61967e+10  1.78159e+10
cosmos   23596   1.41260    9.18    0.38    -1.79     0.24   -1.64     2.83000e-17  1.41000e-17      289.000  1.15000e-17  1.27000e-17  3.65000e-17  7.83000e-18      171.000  2.38000e-18  7.78000e-18     -1.00000     -1.00000       0       6  4.17306e+09  4.34814e+09
cosmos   23984   1.33540    9.19    0.40    -1.68     0.23   -1.71     1.26000e-17  1.73000e-17      74.8000  3.88000e-17  1.75000e-17  2.93000e-17  8.76000e-18      330.000  8.39000e-21  7.66000e-18     -1.00000     -1.00000       0       5  5.31385e+09  5.45921e+09
cosmos   24653   1.40860    9.24    0.55    -2.08     0.22   -1.92     5.63000e-17  2.09000e-17      404.000      0.00000  1.47000e-18  5.21000e-17  1.37000e-17      239.000     -1.00000     -1.00000     -1.00000     -1.00000       0       6  7.64291e+09  8.33155e+09
cosmos   24904   1.41800    8.96    0.49    -1.81     0.26   -1.37     5.06000e-17  1.52000e-17      462.000  2.45000e-17  1.39000e-17  3.28000e-17  8.52000e-18      794.000      0.00000  5.56000e-19     -1.00000     -1.00000       0       7  2.77940e+09  3.37654e+09
cosmos   25301   1.52700    9.47    0.95    -0.83     0.27   -0.58     7.85000e-17  1.66000e-17      638.000  3.14000e-17  1.52000e-17  6.36000e-17  1.81000e-17     -5170.00     -1.00000     -1.00000     -1.00000     -1.00000       0       7  5.02954e+09  5.85828e+09
cosmos   25361   1.40080    8.44    0.36    -2.46     0.23   -2.05     6.93000e-17  1.42000e-17      526.000      0.00000  7.40000e-19  3.93000e-17  7.51000e-18      1060.00  2.03000e-17  7.36000e-18     -1.00000     -1.00000       0       5  4.13498e+09  4.52458e+09
cosmos   25701   1.41190    8.95    0.75    -1.62     0.24   -1.40     1.10000e-16  1.25000e-17      1490.00  3.21000e-17  1.18000e-17  3.63000e-17  6.41000e-18      58.0000  6.61000e-18  7.13000e-18     -1.00000     -1.00000       0       6  4.73898e+09  5.08515e+09
cosmos   25707   1.34130    8.90    0.27    -2.04     0.23   -1.92     3.87000e-17  1.69000e-17      685.000      0.00000  1.24000e-18  3.56000e-17  9.48000e-18      484.000      0.00000  6.43000e-19     -1.00000     -1.00000       0       5  3.86192e+09  4.17982e+09
cosmos   25945   1.31630    9.54    1.06    -1.91     0.22   -1.81     4.46000e-16  2.74000e-17      357.000  6.25000e-17  3.26000e-17  3.09000e-16  1.43000e-17      652.000  5.56000e-17  1.24000e-17     -1.00000     -1.00000       0       5  2.64221e+10  2.82941e+10
cosmos   26109   1.43050    8.36    0.42    -2.45     0.23   -1.90     6.82000e-17  1.24000e-17      536.000      0.00000  9.72000e-19  3.28000e-17  6.83000e-18      1490.00     -1.00000     -1.00000     -1.00000     -1.00000       0       7  3.95836e+09  4.51252e+09
cosmos   26379   1.40110    9.24    0.76    -1.40     0.23   -1.31     4.02000e-17  1.22000e-17      239.000      0.00000  9.33000e-19  2.05000e-17  6.35000e-18      140.000  1.13000e-17  6.68000e-18     -1.00000     -1.00000       0       5  6.95234e+09  7.23259e+09
cosmos   26382   1.39850   10.65    1.42    -0.79     0.23   -0.86     9.00000e-17  5.25000e-17      63.6000  3.91000e-18  5.56000e-17  2.50000e-16  3.87000e-17      230.000  1.42000e-16  3.54000e-17     -1.00000     -1.00000       0       5  1.62169e+10  1.66802e+10
cosmos   26542   1.33400    9.56    0.51    -1.79     0.22   -1.58     3.89000e-17  1.80000e-17      96.5000  7.14000e-18  1.68000e-17  5.41000e-17  8.26000e-18      429.000  1.46000e-17  8.76000e-18     -1.00000     -1.00000       0       5  7.15764e+09  8.07223e+09
cosmos   27156   1.51130    9.14    0.47    -1.59     0.25   -1.68     5.63000e-17  1.24000e-17      171.000  1.92000e-17  1.10000e-17  4.23000e-17  8.39000e-18      613.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  4.72057e+09  4.86894e+09
cosmos   27239   1.39890   10.98    2.01    -0.93     0.23   -0.78     1.33000e-16  5.75000e-17      29.2000  9.02000e-17  6.03000e-17  6.98000e-16  5.59000e-17      136.000  1.19000e-16  4.77000e-17     -1.00000     -1.00000       0       4  5.54235e+10  5.94901e+10
cosmos   27633   1.30160    9.85    0.45    -1.64     0.23   -1.65     5.16000e-17  1.73000e-17      125.000  6.40000e-18  1.76000e-17  5.79000e-17  7.42000e-18      207.000  1.77000e-17  7.82000e-18     -1.00000     -1.00000       0       4  6.56541e+09  6.80887e+09
goodsn   00336   1.35180    9.48    0.13    -1.60     0.25   -1.38     3.02000e-17  9.41000e-18      176.000      0.00000  6.72000e-19  2.59000e-17  5.36000e-18      242.000      0.00000  3.63000e-19     -1.00000     -1.00000       0       6  2.71570e+09  2.94104e+09
goodsn   00480   1.48790    9.11    0.60    -1.74     0.23   -1.74     4.55000e-17  8.95000e-18      135.000  1.22000e-17  8.16000e-18  3.23000e-17  6.99000e-18      172.000     -1.00000     -1.00000     -1.00000     -1.00000       0       6  7.83325e+09  7.96778e+09
goodsn   00483   1.32110    8.85    0.00    -1.71     0.29   -1.81     3.35000e-17  1.05000e-17      450.000  6.44000e-18  9.90000e-18  1.97000e-17  5.35000e-18      336.000      0.00000  3.37000e-19     -1.00000     -1.00000       0       6  2.04937e+09  2.10552e+09
goodsn   00539   1.36830    9.96    0.73    -1.04     0.32   -1.08     5.09000e-17  1.30000e-17      79.0000  2.17000e-17  1.20000e-17  7.77000e-17  7.36000e-18      411.000  1.64000e-17  6.11000e-18     -1.00000     -1.00000       0       5  2.93912e+09  3.53277e+09
goodsn   00684   1.38000    8.55   -0.08    -2.15     0.24   -2.34     4.43000e-17  1.16000e-17      383.000      0.00000  5.96000e-19  2.59000e-17  7.09000e-18      8720.00  5.42000e-18  6.11000e-18     -1.00000     -1.00000       0       6  2.71554e+09  2.57137e+09
goodsn   00706   1.35550   10.43    0.79    -1.07     0.19   -1.17     2.90000e-17  1.62000e-17      43.6000  5.19000e-17  1.67000e-17  1.04000e-16  1.16000e-17      166.000  1.27000e-17  9.48000e-18     -1.00000     -1.00000       0       6  1.05249e+10  1.08630e+10
goodsn   00778   1.35550   10.72    1.55    -0.25     0.22   -0.33         0.00000  1.19000e-18      0.00000  4.60000e-17  2.28000e-17  2.23000e-16  1.93000e-17      147.000      0.00000  4.84000e-19     -1.00000     -1.00000       0       5  1.80133e+10  1.74967e+10
goodsn   00889   1.38720    8.87    0.26    -1.66     0.24   -1.73     3.77000e-17  9.54000e-18      1370.00  1.46000e-17  8.79000e-18  2.77000e-17  4.83000e-18      7700.00  9.16000e-18  5.01000e-18     -1.00000     -1.00000       0       6  3.85805e+09  3.74253e+09
goodsn   00988   1.43170    8.83   -0.16    -2.05     0.31   -2.15     2.47000e-17  8.63000e-18      724.000  1.50000e-17  7.87000e-18  1.47000e-17  4.71000e-18      229.000      0.00000  3.36000e-19     -1.00000     -1.00000       0       7  2.09702e+09  2.11755e+09
goodsn   01057   1.43190    9.15    0.40    -1.29     0.30   -1.48     2.56000e-17  8.83000e-18      189.000      0.00000  6.87000e-19  2.42000e-17  4.84000e-18      64.4000      0.00000  4.51000e-19     -1.00000     -1.00000       0       7  3.05184e+09  3.00209e+09
goodsn   01173   1.35310   10.73    1.40    -0.36     0.25   -0.36     2.41000e-17  1.69000e-17      22.9000  3.07000e-17  1.76000e-17  1.72000e-16  1.24000e-17      250.000  5.97000e-17  1.08000e-17     -1.00000     -1.00000       0       5  6.52399e+09  7.13156e+09
goodsn   01225   1.34980   10.75    1.33    -0.74     0.18   -0.97     3.88000e-17  2.42000e-17      26.5000  6.26000e-17  2.48000e-17  1.51000e-16  1.68000e-17      106.000  4.18000e-17  1.43000e-17     -1.00000     -1.00000       0       6  2.33849e+10  2.28201e+10
goodsn   01417   1.40110    9.88    0.86    -1.55     0.18   -1.56     8.06000e-17  1.12000e-17      122.000  2.46000e-17  1.04000e-17  6.69000e-17  5.84000e-18      130.000  6.65000e-18  6.11000e-18     -1.00000     -1.00000       0       6  1.84229e+10  1.84653e+10
goodsn   01478   1.42990    9.45    0.15    -1.48     0.24   -1.75     3.45000e-17  1.11000e-17      241.000  1.11000e-17  9.92000e-18  2.43000e-17  6.48000e-18      155.000  4.73000e-18  6.29000e-18     -1.00000     -1.00000       0       7  3.76418e+09  3.66775e+09
goodsn   01494   1.35230    8.78    0.13    -1.94     0.22   -2.04     1.02000e-16  8.94000e-18      791.000  1.23000e-17  8.19000e-18  5.99000e-17  4.30000e-18      832.000  8.55000e-18  4.39000e-18     -1.00000     -1.00000       0       6  3.58450e+09  3.61502e+09
goodsn   01641   1.35780    9.87    1.17    -0.96     0.19   -0.90     1.95000e-17  1.00000e-17      53.4000  2.23000e-17  9.54000e-18  1.37000e-16  6.57000e-18      640.000  2.92000e-17  5.36000e-18     -1.00000     -1.00000       0       6  7.12096e+09  7.53727e+09
goodsn   01726   1.40130    9.55    0.44    -1.76     0.18   -2.11     5.02000e-17  1.18000e-17      23.7000      0.00000  7.66000e-19  3.66000e-17  6.52000e-18      168.000  5.03000e-18  5.69000e-18     -1.00000     -1.00000       0       6  9.77562e+09  9.13349e+09
goodsn   01768   1.34570    9.45    0.70    -1.72     0.23   -1.71     5.03000e-17  1.55000e-17      260.000  2.11000e-17  1.35000e-17  2.24000e-17  7.44000e-18      129.000      0.00000  5.49000e-19     -1.00000     -1.00000       0       5  6.48255e+09  7.71769e+09
goodsn   01873   1.52630    9.95    0.91    -1.41     0.18   -1.54     5.51000e-17  1.21000e-17      76.5000  2.54000e-18  1.11000e-17  7.87000e-17  1.37000e-17      162.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  1.90995e+10  1.89554e+10
goodsn   01945   1.49280    9.25    0.59    -1.78     0.19   -1.82     6.42000e-17  1.02000e-17      275.000      0.00000  7.39000e-19  4.87000e-17  7.38000e-18      279.000  6.49000e-18  1.20000e-17     -1.00000     -1.00000       0       7  8.43782e+09  8.71610e+09
goodsn   02716   1.35910    8.74    0.48    -1.68     0.21   -1.73     6.09000e-17  1.01000e-17      149.000  1.08000e-17  8.43000e-18  3.29000e-17  5.29000e-18      198.000  8.02000e-18  4.63000e-18     -1.00000     -1.00000       0       6  4.24854e+09  4.44498e+09
goodsn   03699   1.31350    9.36    0.70    -1.93     0.18   -2.02     9.52000e-17  1.25000e-17      134.000  1.50000e-17  1.22000e-17  8.13000e-17  6.78000e-18      217.000  9.20000e-18  5.79000e-18     -1.00000     -1.00000       0       6  1.33846e+10  1.35349e+10
goodsn   03782   1.42260   10.19    0.85    -1.24     0.27   -1.12     3.36000e-17  1.21000e-17      193.000  1.59000e-17  1.23000e-17  5.96000e-17  9.03000e-18      452.000  3.13000e-18  7.42000e-18     -1.00000     -1.00000       0       7  3.06164e+09  3.30136e+09
goodsn   04038   1.40580    8.97    0.50    -1.56     0.21   -1.77     4.98000e-17  1.23000e-17      359.000  5.63000e-18  1.06000e-17  2.52000e-17  6.83000e-18      272.000  1.89000e-17  6.75000e-18     -1.00000     -1.00000       0       6  5.75482e+09  5.70338e+09
goodsn   04546   1.33230    9.81    0.35    -1.65     0.19   -1.63     5.96000e-17  9.77000e-18      165.000      0.00000  6.76000e-19  4.29000e-17  4.53000e-18      222.000      0.00000  4.04000e-19     -1.00000     -1.00000       0       6  6.11844e+09  6.03848e+09
goodsn   04551   1.38730    9.66    1.29    -1.20     0.18   -1.18     2.03000e-16  1.70000e-17      494.000  5.26000e-17  1.60000e-17  1.65000e-16  1.08000e-17      476.000  2.68000e-17  8.93000e-18     -1.00000     -1.00000       0       6  1.27293e+10  1.35039e+10
goodsn   04573   1.40070    8.84    0.11    -1.76     0.26   -1.74     1.88000e-17  8.10000e-18      476.000      0.00000  6.30000e-19  1.53000e-17  4.12000e-18      76.3000  9.00000e-18  4.33000e-18     -1.00000     -1.00000       0       6  2.74013e+09  2.89018e+09
goodsn   04751   1.46970   10.17    1.07    -1.20     0.21   -1.24     3.51000e-17  1.11000e-17      95.7000  4.09000e-17  1.07000e-17  8.02000e-17  8.52000e-18      306.000  4.05000e-18  9.79000e-18     -1.00000     -1.00000       0       7  6.33486e+09  6.62185e+09
goodsn   04840   1.46730    9.07    0.18    -1.67     0.25   -1.66     3.85000e-17  8.93000e-18      821.000  1.09000e-17  7.69000e-18  2.71000e-17  5.17000e-18      536.000  6.27000e-18  6.85000e-18     -1.00000     -1.00000       0       7  3.50262e+09  3.43448e+09
goodsn   06460   1.35740    9.69    0.87    -1.48     0.18   -1.52     1.96000e-17  1.93000e-17      35.2000  9.99000e-18  2.34000e-17  7.07000e-17  1.40000e-17      151.000  5.69000e-17  1.34000e-17     -1.00000     -1.00000       0       6  1.14694e+10  1.19839e+10
goodsn   06470   1.33730    9.19    0.53    -1.60     0.24   -1.71     1.10000e-16  1.47000e-17      4990.00  3.46000e-17  1.30000e-17  6.92000e-17  7.68000e-18      500.000  9.03000e-18  6.97000e-18     -1.00000     -1.00000       0       5  4.36715e+09  4.79746e+09
goodsn   06711   1.48790    9.30    1.36    -1.59     0.28   -0.74     5.00000e-17  7.88000e-18      91.7000  1.67000e-17  7.03000e-18  2.33000e-17  4.97000e-18      167.000  4.54000e-18  8.44000e-18     -1.00000     -1.00000       0       7  4.32466e+09  4.99610e+09
goodsn   07211   1.48930    9.30    0.49    -1.61     0.20   -1.59     5.34000e-17  1.14000e-17      153.000      0.00000  5.79000e-19  3.42000e-17  8.67000e-18      309.000      0.00000  4.51000e-19     -1.00000     -1.00000       0       7  6.83609e+09  7.05369e+09
goodsn   07243   1.45060    8.84    0.45    -1.57     0.21   -1.59     1.41000e-16  9.76000e-18      2040.00  1.99000e-17  8.74000e-18  5.89000e-17  5.49000e-18      964.000  3.22000e-18  6.34000e-18     -1.00000     -1.00000       0       7  5.19739e+09  5.15935e+09
goodsn   07372   1.39240   11.00    0.68    -1.02     0.29   -0.73     4.08000e-17  2.87000e-17      28.7000  8.83000e-17  2.96000e-17  1.02000e-16  1.99000e-17      81.9000  3.60000e-17  1.71000e-17     -1.00000     -1.00000       0       5  5.36376e+09  7.21948e+09
goodsn   07472   1.33600    9.39    0.77    -1.66     0.18   -1.57     1.82000e-16  1.16000e-17      549.000  5.92000e-17  1.05000e-17  1.41000e-16  6.55000e-18      558.000  2.44000e-17  5.61000e-18     -1.00000     -1.00000       0       6  1.11162e+10  1.16228e+10
goodsn   07508   1.34930    9.46    0.71    -1.95     0.18   -1.72     4.80000e-17  1.23000e-17      157.000  1.89000e-17  1.16000e-17  6.28000e-17  7.57000e-18      327.000  5.48000e-18  6.29000e-18     -1.00000     -1.00000       0       6  1.17935e+10  1.20306e+10
goodsn   07649   1.49130    8.55    0.20    -1.73     0.26   -1.80     4.69000e-17  1.01000e-17      1870.00  1.33000e-17  8.69000e-18  2.25000e-17  6.64000e-18      378.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  2.87135e+09  2.89743e+09
goodsn   07724   1.33720    8.78   -0.01    -1.85     0.27   -1.99     3.71000e-17  1.01000e-17      432.000  4.56000e-18  9.44000e-18  1.80000e-17  4.44000e-18      76.1000     -1.00000     -1.00000     -1.00000     -1.00000       0       6  2.41739e+09  2.34196e+09
goodsn   07833   1.48840    9.16    0.29    -1.56     0.26   -1.61     3.47000e-17  7.88000e-18      184.000  3.47000e-18  7.09000e-18  2.66000e-17  5.10000e-18      80.6000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  3.07896e+09  3.06018e+09
goodsn   07856   1.43200    9.85    0.60    -1.43     0.21   -1.31     1.84000e-17  1.18000e-17      26.4000      0.00000  7.70000e-19  4.91000e-17  8.65000e-18      82.3000  1.73000e-17  7.93000e-18     -1.00000     -1.00000       0       7  7.29068e+09  8.06115e+09
goodsn   07930   1.37700    9.51    0.46    -1.60     0.25   -1.46     5.31000e-17  1.15000e-17      136.000  1.14000e-17  1.05000e-17  4.04000e-17  5.75000e-18      210.000      0.00000  5.27000e-19     -1.00000     -1.00000       0       5  4.06523e+09  4.51423e+09
goodsn   08033   1.43720    9.62    0.82    -1.66     0.19   -1.67     4.44000e-17  1.87000e-17      75.6000      0.00000  1.06000e-18  5.99000e-17  1.49000e-17      216.000  2.49000e-17  1.47000e-17     -1.00000     -1.00000       0       7  1.00295e+10  1.06075e+10
goodsn   08389   1.37600    8.87    0.08    -0.33     0.57   -0.62     3.57000e-18  1.33000e-17      17.7000  2.95000e-17  1.39000e-17  3.85000e-17  9.43000e-18      461.000  1.93000e-18  7.47000e-18     -1.00000     -1.00000       0       6  1.55266e+09  1.32043e+09
goodsn   09399   1.52590    9.05    0.32    -1.94     0.23   -1.85         0.00000  3.97000e-19      0.00000  1.62000e-17  6.19000e-18  1.75000e-17  5.41000e-18      174.000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  5.31625e+09  5.59786e+09
