#Field    ID    z    logM    logSFR   beta_obs   beta_obs_err   beta_SED    foiii    eoiii    EW_oiii_obs    fhb    ehb    fhanii    ehanii    EW_hanii_obs    fsii    esii    foii    eoii    AGN_flag   n_UV_filt   L_2800_sun_obs   L_2800_sun_SED
goodsn   37736   1.36410    8.89    0.21    -1.75     0.30   -1.48     4.53000e-17  9.17000e-18      519.000  1.84000e-17  8.26000e-18  3.28000e-17  4.73000e-18      1630.00  6.05000e-18  4.60000e-18     -1.00000     -1.00000       0       5  2.17424e+09  2.35295e+09
goodsn   37893   1.36190    9.80    0.72    -1.83     0.18   -2.02     1.11000e-16  1.19000e-17      215.000  2.48000e-17  1.03000e-17  9.04000e-17  6.78000e-18      276.000  2.14000e-17  5.79000e-18     -1.00000     -1.00000       0       5  1.45347e+10  1.47812e+10
goodsn   37913   1.36280    8.67    0.19    -1.93     0.24   -2.01     1.06000e-16  1.26000e-17      468.000  3.49000e-17  1.15000e-17  3.88000e-17  6.08000e-18      201.000  3.79000e-19  6.33000e-18     -1.00000     -1.00000       0       5  3.95651e+09  3.83128e+09
goodsn   38085   1.52520    8.48    0.34    -2.39     0.23   -2.40     1.70000e-16  7.59000e-18      4660.00  1.02000e-17  6.50000e-18  5.28000e-17  5.69000e-18      788.000     -1.00000     -1.00000     -1.00000     -1.00000       0       5  6.75214e+09  7.08137e+09
goodss   00258   1.33280    9.31    0.34    -2.14     0.18   -2.19     8.10000e-17  1.78000e-17      41.8000  3.69000e-17  1.80000e-17  3.19000e-17  9.01000e-18      132.000      0.00000  9.14000e-19     -1.00000     -1.00000       0       6  7.09860e+09  7.73714e+09
goodss   00906   1.35760    9.28    0.19    -1.91     0.19   -2.03     4.62000e-17  2.04000e-17      154.000  4.12000e-18  2.10000e-17  5.99000e-17  1.20000e-17      918.000  3.38000e-18  1.22000e-17     -1.00000     -1.00000       0       6  4.26771e+09  4.49550e+09
goodss   01160   1.46100   10.11    0.94    -1.30     0.19   -1.32     7.33000e-17  2.31000e-17      101.000  1.81000e-17  2.37000e-17  6.74000e-17  1.36000e-17      144.000      0.00000  4.81000e-19     -1.00000     -1.00000       0       6  8.24821e+09  9.32622e+09
goodss   01237   1.38380   10.41    1.00    -1.01     0.19   -0.88     6.26000e-17  1.97000e-17      118.000  2.65000e-17  1.80000e-17  7.47000e-17  1.19000e-17      138.000      0.00000  8.53000e-19     -1.00000     -1.00000       0       6  7.09093e+09  7.85073e+09
goodss   01285   1.37680    8.11   -0.04    -2.11     0.23   -2.02     5.71000e-17  1.35000e-17      411.000      0.00000  7.93000e-19  3.19000e-17  7.75000e-18      305.000  1.87000e-17  7.28000e-18     -1.00000     -1.00000       0       6  2.59862e+09  2.62223e+09
goodss   01334   1.38540   11.11    1.51     0.32     0.29    0.80         0.00000  1.17000e-18      0.00000      0.00000  1.18000e-18  1.64000e-16  1.71000e-17      295.000  4.77000e-17  1.38000e-17     -1.00000     -1.00000       0       6  2.67834e+09  2.98143e+09
goodss   01556   1.35100    9.66    0.88    -1.76     0.17   -1.57     1.17000e-16  2.04000e-17      211.000  3.84000e-17  2.09000e-17  1.36000e-16  1.44000e-17      428.000  4.04000e-17  1.20000e-17     -1.00000     -1.00000       0       6  1.58676e+10  1.71676e+10
goodss   01607   1.33940    8.51    0.14    -1.88     0.21   -1.75     3.47000e-17  1.35000e-17      189.000  4.76000e-17  1.23000e-17  2.76000e-17  6.42000e-18      5640.00  6.96000e-18  6.89000e-18     -1.00000     -1.00000       0       6  2.29474e+09  2.47832e+09
goodss   01880   1.42920    9.07    0.52    -2.09     0.17   -2.01     1.21000e-16  1.05000e-17      634.000  9.47000e-18  9.22000e-18  7.62000e-17  6.15000e-18      404.000  7.86000e-18  5.58000e-18     -1.00000     -1.00000       0       6  7.54622e+09  8.28238e+09
goodss   02002   1.38430    9.39    0.59    -2.05     0.17   -1.99     8.92000e-17  1.48000e-17      358.000  2.64000e-17  1.33000e-17  6.82000e-17  8.70000e-18      414.000  6.18000e-19  7.31000e-18     -1.00000     -1.00000       0       6  1.07877e+10  1.16906e+10
goodss   02097   1.30210    9.97    0.92    -1.83     0.16   -1.77     6.44000e-17  2.65000e-17      71.5000      0.00000  1.52000e-18  1.33000e-16  1.53000e-17      200.000  4.08000e-17  1.34000e-17     -1.00000     -1.00000       0       6  2.24155e+10  2.42936e+10
goodss   02116   1.33980    9.33    0.53    -1.91     0.17   -1.99     1.19000e-16  1.40000e-17      92.7000  4.33000e-17  1.29000e-17  8.65000e-17  6.78000e-18      127.000  2.02000e-17  6.69000e-18     -1.00000     -1.00000       0       6  9.62814e+09  1.01986e+10
goodss   02126   1.29220    8.34   -0.06    -2.20     0.21   -2.19     6.81000e-17  1.52000e-17      1210.00      0.00000  1.10000e-18  4.55000e-17  7.98000e-18     -15900.0  8.74000e-18  7.11000e-18     -1.00000     -1.00000       0       6  2.38710e+09  2.51740e+09
goodss   02457   1.39700    8.97    0.36    -2.18     0.17   -2.24     1.06000e-16  1.54000e-17      899.000  7.71000e-18  1.55000e-17  5.55000e-17  8.22000e-18      373.000      0.00000  2.60000e-19     -1.00000     -1.00000       0       6  7.02655e+09  7.51708e+09
goodss   02478   1.40930    9.53    0.84    -2.13     0.16   -2.08     1.24000e-16  1.15000e-17      244.000  2.80000e-17  1.00000e-17  1.14000e-16  6.91000e-18      300.000  1.64000e-17  5.97000e-18     -1.00000     -1.00000       0       6  1.96896e+10  2.08086e+10
goodss   02666   1.46480    9.79    0.58    -1.87     0.17   -1.90     3.92000e-17  1.84000e-17      122.000  5.95000e-17  1.91000e-17  5.66000e-17  1.15000e-17      202.000      0.00000  4.29000e-19     -1.00000     -1.00000       0       6  1.23533e+10  1.28126e+10
goodss   03090   1.41080    9.57    0.82    -1.46     0.18   -1.32     7.69000e-17  1.73000e-17      122.000  3.98000e-17  1.71000e-17  8.14000e-17  1.03000e-17      236.000  1.89000e-17  9.76000e-18     -1.00000     -1.00000       0       6  9.28830e+09  1.05885e+10
goodss   03117   1.35040    9.33    0.01    -2.12     0.20   -1.99     3.54000e-17  1.74000e-17      181.000  2.14000e-17  1.60000e-17  3.24000e-17  8.70000e-18      198.000      0.00000  7.47000e-19     -1.00000     -1.00000       0       6  3.16980e+09  3.27450e+09
goodss   03171   1.40710   10.69    1.25    -0.94     0.18   -1.12     6.75000e-18  3.04000e-17      4.44000  2.92000e-17  3.28000e-17  1.03000e-16  1.83000e-17      99.1000  5.26000e-17  1.93000e-17     -1.00000     -1.00000       0       6  1.25074e+10  1.38853e+10
goodss   03215   1.34970   10.40    1.27    -0.53     0.18   -0.76     8.18000e-17  2.24000e-17      96.9000  1.08000e-17  2.36000e-17  1.31000e-16  1.23000e-17      147.000  1.50000e-17  1.30000e-17     -1.00000     -1.00000       0       6  1.05172e+10  1.14421e+10
goodss   03398   1.38850   10.32    1.04    -0.91     0.18   -1.21     6.20000e-17  2.47000e-17      102.000      0.00000  7.22000e-19  7.76000e-17  1.43000e-17      126.000      0.00000  4.35000e-19     -1.00000     -1.00000       0       6  1.10056e+10  1.12903e+10
goodss   03654   1.35670    9.32    0.51    -2.17     0.17   -1.96     9.88000e-17  1.60000e-17      209.000      0.00000  4.74000e-19  6.70000e-17  8.41000e-18      339.000  2.64000e-17  8.86000e-18     -1.00000     -1.00000       0       6  8.92874e+09  9.83507e+09
goodss   03712   1.36210    9.48    1.39    -1.51     0.17   -1.29     1.56000e-16  1.46000e-17      258.000  4.87000e-17  1.33000e-17  1.86000e-16  8.92000e-18      478.000  2.68000e-17  7.47000e-18     -1.00000     -1.00000       0       6  1.26727e+10  1.47412e+10
goodss   04340   1.41950   10.43    1.33    -1.27     0.18   -1.24     3.74000e-17  3.07000e-17      46.8000  5.51000e-17  3.33000e-17  1.70000e-16  2.31000e-17      294.000  4.87000e-17  1.97000e-17     -1.00000     -1.00000       0       6  1.12913e+10  1.21359e+10
goodss   04451   1.47110    9.35    0.57    -1.65     0.19   -1.66     6.40000e-17  1.26000e-17      68.6000  6.19000e-18  1.11000e-17  4.47000e-17  7.73000e-18      44.5000  3.57000e-17  1.10000e-17     -1.00000     -1.00000       0       6  7.04797e+09  7.69675e+09
goodss   04599   1.45710    9.72    0.63    -0.99     0.20   -1.14     3.37000e-17  1.13000e-17      91.1000  4.48000e-18  1.00000e-17  5.24000e-17  8.01000e-18      113.000  1.21000e-18  7.99000e-18     -1.00000     -1.00000       0       6  4.45845e+09  4.86766e+09
goodss   04652   1.46020    9.39    0.43    -1.88     0.18   -1.91     4.28000e-17  9.86000e-18      116.000  5.11000e-18  9.14000e-18  3.70000e-17  6.13000e-18      84.2000  1.81000e-17  8.67000e-18     -1.00000     -1.00000       0       6  7.33470e+09  7.77551e+09
goodss   05042   1.30580    9.50    0.41    -1.97     0.17   -2.02     7.82000e-17  2.04000e-17      333.000  1.73000e-18  2.09000e-17  5.83000e-17  1.09000e-17      409.000  6.79000e-18  9.45000e-18     -1.00000     -1.00000       0       6  7.08557e+09  7.37006e+09
goodss   05345   1.33480    9.96    0.94    -1.33     0.17   -1.38     5.54000e-17  2.22000e-17      40.7000  9.35000e-17  2.53000e-17  9.42000e-17  1.09000e-17      76.0000      0.00000  3.77000e-19     -1.00000     -1.00000       0       6  1.34863e+10  1.41011e+10
goodss   05391   1.51980    9.19    0.47    -2.11     0.17   -2.14     2.71000e-17  1.09000e-17      211.000      0.00000  6.45000e-19  4.14000e-17  1.31000e-17      467.000     -1.00000     -1.00000     -1.00000     -1.00000       0       8  9.09895e+09  9.36960e+09
goodss   05464   1.37710    8.68    0.22    -2.19     0.19   -2.19     3.66000e-17  1.33000e-17      418.000  5.54000e-18  1.24000e-17  2.64000e-17  8.38000e-18      1090.00  2.05000e-17  8.10000e-18     -1.00000     -1.00000       0       6  4.51391e+09  4.73010e+09
goodss   05517   1.28850   10.22    0.92    -0.96     0.18   -1.21     6.38000e-18  2.93000e-17      10.5000  8.72000e-17  4.56000e-17  7.64000e-17  1.07000e-17      149.000  4.11000e-17  1.13000e-17     -1.00000     -1.00000       0       6  7.86056e+09  7.95411e+09
goodss   06344   1.50080    9.73    0.75    -1.22     0.19   -1.22         0.00000  7.31000e-19      0.00000  4.25000e-17  1.39000e-17  4.40000e-17  1.19000e-17      34.3000     -1.00000     -1.00000     -1.00000     -1.00000       0       7  7.91060e+09  8.63121e+09
goodss   06380   1.46190    9.48    0.80    -1.76     0.17   -1.67     1.60000e-16  1.35000e-17      542.000  3.16000e-17  1.17000e-17  1.06000e-16  9.04000e-18      273.000  2.33000e-17  1.04000e-17     -1.00000     -1.00000       0       6  1.47661e+10  1.55768e+10
goodss   06419   1.46730    8.87    0.58    -1.84     0.19   -1.74     3.08000e-17  1.22000e-17      139.000      0.00000  5.97000e-19  3.14000e-17  9.02000e-18      112.000  5.73000e-18  1.08000e-17     -1.00000     -1.00000       0       6  5.07041e+09  5.70190e+09
goodss   06505   1.40440    9.47    0.62    -1.42     0.18   -1.38     6.86000e-17  1.56000e-17      68.8000      0.00000  1.01000e-18  4.95000e-17  9.25000e-18      161.000      0.00000  5.92000e-19     -1.00000     -1.00000       0       6  7.39064e+09  7.88834e+09
goodss   07845   1.35870    9.38    0.52    -1.99     0.17   -2.11     8.08000e-17  2.12000e-17      333.000  2.34000e-17  2.03000e-17  8.22000e-17  1.05000e-17      291.000  4.69000e-17  1.08000e-17     -1.00000     -1.00000       0       6  1.01460e+10  1.05484e+10
goodss   07949   1.34380    9.80    1.15    -1.22     0.17   -1.40     1.76000e-17  2.19000e-17      25.6000  3.66000e-17  2.48000e-17  8.85000e-17  1.52000e-17      246.000  3.94000e-17  1.35000e-17     -1.00000     -1.00000       0       6  9.55124e+09  1.02544e+10
goodss   08239   1.37050    8.81    0.31    -2.39     0.17   -2.34     7.77000e-17  1.91000e-17      398.000  3.01000e-17  1.84000e-17  6.36000e-17  1.21000e-17      734.000  1.49000e-17  1.02000e-17     -1.00000     -1.00000       0       6  5.35800e+09  5.64470e+09
goodss   08256   1.38270   10.09    1.00    -1.49     0.17   -1.42     3.13000e-17  1.52000e-17      64.1000  7.09000e-18  1.40000e-17  8.58000e-17  1.00000e-17      216.000  1.51000e-17  8.08000e-18     -1.00000     -1.00000       0       6  9.84166e+09  1.09120e+10
goodss   09113   1.31220    7.96   -0.00    -2.07     0.24   -1.69     2.85000e-17  1.54000e-17      6030.00  2.49000e-17  1.71000e-17  4.99000e-17  9.43000e-18      146.000  1.78000e-17  8.22000e-18     -1.00000     -1.00000       0       6  1.33656e+09  1.44178e+09
goodss   09639   1.38570    9.68    0.85    -1.66     0.17   -1.69     5.94000e-17  2.32000e-17      95.5000  5.06000e-17  2.28000e-17  6.73000e-17  1.22000e-17      185.000  1.81000e-17  1.25000e-17     -1.00000     -1.00000       0       6  1.62228e+10  1.62904e+10
goodss   09987   1.36470    8.31    0.21    -2.30     0.19   -2.10     9.34000e-17  1.61000e-17      8330.00  2.50000e-17  1.46000e-17  5.34000e-17  9.03000e-18      1030.00  1.89000e-18  7.81000e-18     -1.00000     -1.00000       0       6  3.36268e+09  3.72063e+09
goodss   10126   1.31120    9.75    0.54    -1.76     0.17   -1.71     7.65000e-17  2.10000e-17      121.000  1.82000e-17  1.94000e-17  4.34000e-17  9.80000e-18      88.3000      0.00000  7.39000e-19     -1.00000     -1.00000       0       6  1.01544e+10  1.06702e+10
goodss   10415   1.45390   10.03    0.69    -1.21     0.24   -1.12     3.10000e-17  1.24000e-17      79.7000  4.45000e-18  1.07000e-17  2.77000e-17  7.84000e-18      843.000  5.54000e-18  8.01000e-18     -1.00000     -1.00000       0       6  1.90256e+09  2.27970e+09
goodss   10784   1.38080   10.06    1.05    -1.39     0.17   -1.45     7.02000e-17  2.16000e-17      86.4000  2.90000e-17  2.09000e-17  1.44000e-16  1.52000e-17      219.000  4.45000e-17  1.27000e-17     -1.00000     -1.00000       0       6  1.69097e+10  1.87479e+10
goodss   11433   1.46580   10.67    1.50    -0.43     0.20    0.09         0.00000  7.06000e-19      0.00000  3.09000e-17  1.22000e-17  3.14000e-17  8.66000e-18      62.1000  1.91000e-17  1.17000e-17     -1.00000     -1.00000       0       6  5.14681e+09  5.95317e+09
goodss   11527   1.37920    8.43   -0.04    -2.02     0.20   -2.14     6.26000e-17  8.21000e-18      669.000      0.00000  3.79000e-19  2.91000e-17  4.13000e-18      677.000  1.14000e-17  3.95000e-18     -1.00000     -1.00000       0       6  2.67110e+09  2.64504e+09
goodss   11707   1.30110    8.86    0.13    -2.12     0.18   -2.02     5.18000e-17  1.39000e-17      474.000  1.14000e-17  1.32000e-17  3.36000e-17  6.63000e-18      649.000      0.00000  4.62000e-19     -1.00000     -1.00000       0       6  4.00064e+09  4.32356e+09
goodss   11923   1.30090   10.23    0.34    -1.25     0.20   -1.83     5.22000e-17  1.51000e-17      120.000      0.00000  4.67000e-19  7.72000e-17  1.02000e-17      43.4000  9.98000e-18  7.86000e-18     -1.00000     -1.00000       0       4  7.17458e+09  6.58832e+09
goodss   13936   1.32100   10.12    0.97    -1.08     0.18   -1.32     8.45000e-17  2.34000e-17      172.000      0.00000  6.86000e-19  6.21000e-17  1.13000e-17      124.000  8.30000e-18  1.20000e-17     -1.00000     -1.00000       0       6  9.48282e+09  9.90635e+09
goodss   14371   1.46690    9.57    0.75    -1.09     0.20   -1.41     3.74000e-17  1.31000e-17      145.000  5.70000e-18  1.25000e-17  4.23000e-17  1.03000e-17      196.000  2.06000e-18  1.17000e-17     -1.00000     -1.00000       0       6  4.61694e+09  5.30617e+09
goodss   14638   1.32560    8.90    0.37    -1.56     0.18   -1.63     1.25000e-16  1.43000e-17     -5560.00  2.86000e-17  1.31000e-17  4.70000e-17  6.29000e-18      396.000  7.53000e-18  6.75000e-18     -1.00000     -1.00000       0       6  4.67233e+09  4.96399e+09
goodss   14792   1.42330   10.06    0.76    -1.49     0.17   -1.33     6.71000e-17  1.98000e-17      169.000  2.16000e-17  2.01000e-17  8.91000e-17  1.10000e-17      301.000  2.78000e-17  1.19000e-17     -1.00000     -1.00000       0       6  1.10378e+10  1.20667e+10
goodss   14818   1.40870    8.64    0.37    -1.80     0.21   -1.60     5.98000e-17  8.80000e-18      878.000  1.98000e-17  7.76000e-18  3.19000e-17  4.51000e-18      398.000  1.15000e-18  4.66000e-18     -1.00000     -1.00000       0       6  3.22445e+09  3.49079e+09
goodss   14973   1.38280    9.59    0.93    -1.12     0.20   -1.22     5.78000e-17  1.33000e-17      218.000  9.70000e-18  1.22000e-17  8.18000e-17  8.61000e-18      508.000  1.70000e-17  7.34000e-18     -1.00000     -1.00000       0       6  4.36514e+09  4.97963e+09
goodss   15204   1.38240    9.49    0.40    -1.78     0.21   -1.74         0.00000  1.12000e-18      0.00000  6.33000e-17  2.59000e-17  4.91000e-17  1.45000e-17      126.000      0.00000  6.64000e-19     -1.00000     -1.00000       0       6  5.74557e+09  5.91186e+09
goodss   15826   1.31010    9.69    0.61    -1.85     0.17   -2.04     1.15000e-16  2.03000e-17      293.000      0.00000  6.38000e-19  8.70000e-17  9.89000e-18      289.000  2.72000e-17  1.04000e-17     -1.00000     -1.00000       0       6  1.14130e+10  1.14225e+10
goodss   16136   1.38010    8.50    0.30    -2.08     0.19   -1.72     1.09000e-16  1.08000e-17      853.000  2.95000e-17  9.03000e-18  4.64000e-17  5.45000e-18      906.000  4.57000e-18  5.04000e-18     -1.00000     -1.00000       0       6  3.61788e+09  4.02834e+09
goodss   16284   1.39260    9.61    1.12    -1.96     0.16   -1.97     2.59000e-16  1.79000e-17      398.000  3.96000e-17  1.72000e-17  2.01000e-16  9.43000e-18      423.000  1.17000e-17  9.52000e-18     -1.00000     -1.00000       0       6  3.00174e+10  3.22113e+10
goodss   16489   1.43900    8.92    0.41    -1.63     0.19   -1.52     1.00000e-16  8.97000e-18      839.000      0.00000  6.85000e-19  4.15000e-17  5.00000e-18      220.000  4.15000e-18  5.70000e-18     -1.00000     -1.00000       0       6  3.59245e+09  4.14180e+09
goodss   16496   1.29970    8.99    0.32    -2.24     0.17   -2.14     3.00000e-17  1.30000e-17      13.8000      0.00000  7.72000e-19  2.57000e-17  5.87000e-18      193.000  1.45000e-18  5.35000e-18     -1.00000     -1.00000       0       6  5.50372e+09  5.83697e+09
goodss   16537   1.32520   10.26    0.89    -1.22     0.17   -1.31     7.15000e-17  2.06000e-17      101.000  3.58000e-17  2.18000e-17  1.04000e-16  1.01000e-17      134.000  3.15000e-17  1.08000e-17     -1.00000     -1.00000       0       6  1.13641e+10  1.22004e+10
goodss   16656   1.31580    9.05    0.85    -1.90     0.18   -1.62     7.12000e-17  1.38000e-17      176.000      0.00000  9.73000e-19  3.59000e-17  6.78000e-18      95.2000  8.67000e-18  6.30000e-18     -1.00000     -1.00000       0       6  5.96263e+09  6.68687e+09
goodss   16725   1.37750    9.15    0.18    -2.10     0.18   -2.19     7.55000e-17  1.05000e-17      373.000  1.25000e-18  9.86000e-18  2.74000e-17  5.12000e-18      318.000      0.00000  4.30000e-19     -1.00000     -1.00000       0       6  4.95523e+09  5.29088e+09
goodss   16740   1.30070    9.54    0.74    -1.65     0.17   -1.59     9.99000e-17  2.04000e-17      277.000  3.37000e-17  2.20000e-17  1.03000e-16  1.08000e-17      282.000  6.48000e-18  9.23000e-18     -1.00000     -1.00000       0       6  1.15655e+10  1.27844e+10
goodss   17124   1.29580    9.68    0.74    -1.65     0.17   -1.65     7.20000e-17  2.13000e-17      144.000      0.00000  1.41000e-18  5.39000e-17  1.23000e-17      79.0000  3.08000e-17  1.17000e-17     -1.00000     -1.00000       0       6  1.11827e+10  1.20471e+10
goodss   17275   1.37620    9.59    0.69    -1.50     0.18   -1.44     4.31000e-17  1.85000e-17      152.000      0.00000  1.27000e-18  5.73000e-17  1.22000e-17      289.000  4.03000e-18  1.03000e-17     -1.00000     -1.00000       0       6  8.50970e+09  9.30162e+09
goodss   17286   1.31010    8.49    0.01    -2.45     0.19   -2.21     5.85000e-17  1.33000e-17      466.000      0.00000  1.22000e-18  2.95000e-17  5.96000e-18      679.000  1.64000e-17  6.23000e-18     -1.00000     -1.00000       0       6  2.75487e+09  3.05337e+09
goodss   17377   1.29060    8.90    0.69    -2.17     0.17   -1.92     2.24000e-16  1.18000e-17      834.000  2.77000e-17  1.23000e-17  9.22000e-17  4.89000e-18      495.000      0.00000  4.21000e-19     -1.00000     -1.00000       0       6  1.07852e+10  1.18506e+10
goodss   17531   1.37170   10.81    1.14    -0.19     0.20   -0.44         0.00000  1.44000e-18      0.00000  9.16000e-17  2.81000e-17  8.56000e-17  1.71000e-17      83.5000  1.07000e-17  1.78000e-17     -1.00000     -1.00000       0       6  6.36072e+09  7.04464e+09
goodss   17874   1.29190    9.58    0.73    -1.33     0.17   -1.38     4.21000e-17  2.04000e-17      112.000  2.07000e-17  2.55000e-17  7.35000e-17  1.75000e-17      202.000  3.62000e-17  1.64000e-17     -1.00000     -1.00000       0       6  8.57840e+09  9.08319e+09
goodss   17892   1.45520    9.80    0.30    -1.27     0.21   -1.29     5.11000e-17  1.49000e-17      361.000      0.00000  8.94000e-19  3.75000e-17  1.08000e-17      379.000  9.49000e-18  1.16000e-17     -1.00000     -1.00000       0       6  3.67836e+09  3.85288e+09
goodss   18064   1.46480    9.71    0.45    -1.06     0.22   -1.08     2.20000e-17  9.40000e-18      130.000  5.76000e-18  8.56000e-18  4.92000e-17  5.55000e-18      330.000  1.69000e-17  7.09000e-18     -1.00000     -1.00000       0       6  3.01542e+09  3.22229e+09
goodss   18135   1.37530    9.06    0.16    -2.15     0.19   -2.19     2.82000e-17  1.20000e-17      57.9000  2.58000e-17  1.08000e-17  2.29000e-17  6.28000e-18      137.000      0.00000  3.35000e-19     -1.00000     -1.00000       0       6  4.16188e+09  4.44370e+09
goodss   18219   1.36270    9.39    0.88    -1.65     0.17   -1.58     1.49000e-16  2.00000e-17      322.000  2.94000e-17  1.81000e-17  9.92000e-17  1.12000e-17      371.000      0.00000  5.78000e-19     -1.00000     -1.00000       0       6  1.30260e+10  1.47905e+10
goodss   18919   1.46960    9.55    0.88    -1.75     0.17   -1.74     1.63000e-16  9.83000e-18      404.000  9.88000e-18  8.91000e-18  1.12000e-16  5.77000e-18      366.000  3.01000e-18  7.54000e-18     -1.00000     -1.00000       0       6  1.64488e+10  1.78524e+10
goodss   18931   1.46160    8.51   -0.24    -2.33     0.24   -2.13     2.48000e-17  8.88000e-18      113.000  1.60000e-18  8.17000e-18  2.47000e-17  5.25000e-18      121.000  5.50000e-18  7.44000e-18     -1.00000     -1.00000       0       6  1.68473e+09  1.82898e+09
goodss   19183   1.38090    9.64    0.65    -1.60     0.17   -1.63     6.97000e-17  1.99000e-17      294.000  3.25000e-17  2.77000e-17  6.39000e-17  1.15000e-17      350.000  2.72000e-17  1.19000e-17     -1.00000     -1.00000       0       6  1.08792e+10  1.13547e+10
goodss   19990   1.31640    8.23    0.11    -2.25     0.19   -2.09     8.31000e-17  1.75000e-17      3020.00  2.99000e-17  1.82000e-17  4.63000e-17  9.09000e-18      5530.00  5.02000e-18  8.16000e-18     -1.00000     -1.00000       0       6  2.60037e+09  2.86175e+09
goodss   20400   1.44090   10.57    1.13    -0.28     0.38    0.80         0.00000  5.08000e-19      0.00000  2.84000e-17  9.95000e-18  3.04000e-17  6.62000e-18      55.9000      0.00000  2.64000e-19     -1.00000     -1.00000       0       6  1.52355e+09  1.63317e+09
goodss   20448   1.38220    9.40    0.64    -1.27     0.19   -1.35     1.41000e-16  1.28000e-17      493.000  3.33000e-17  1.15000e-17  1.14000e-16  7.71000e-18      224.000  2.49000e-17  6.79000e-18     -1.00000     -1.00000       0       6  6.31329e+09  7.00825e+09
goodss   20463   1.46540    9.93    0.58    -1.14     0.20   -1.20     9.59000e-18  1.08000e-17      39.7000  2.74000e-17  1.08000e-17  4.45000e-17  9.01000e-18      271.000  1.39000e-17  1.01000e-17     -1.00000     -1.00000       0       6  3.59554e+09  4.10923e+09
goodss   20604   1.34270    9.72    0.69    -1.14     0.19   -1.34     3.62000e-17  1.23000e-17      84.3000  1.23000e-17  1.08000e-17  2.59000e-17  5.75000e-18      95.6000  3.79000e-18  6.21000e-18     -1.00000     -1.00000       0       6  7.69719e+09  7.79751e+09
goodss   20630   1.36410    9.14    0.59    -1.99     0.17   -1.97     7.14000e-17  1.45000e-17      195.000  1.25000e-17  1.28000e-17  5.71000e-17  8.68000e-18      361.000  1.99000e-17  7.76000e-18     -1.00000     -1.00000       0       6  9.40710e+09  1.00284e+10
goodss   20651   1.30960   10.16    1.65    -1.68     0.16   -1.32     2.92000e-16  1.86000e-17      130.000  4.70000e-17  2.09000e-17  3.84000e-16  1.10000e-17      251.000  3.95000e-17  9.19000e-18     -1.00000     -1.00000       0       6  6.11615e+10  6.96842e+10
goodss   20915   1.34160    9.84    0.76    -1.78     0.17   -1.61     1.03000e-16  1.91000e-17      166.000      0.00000  5.91000e-19  4.05000e-17  1.00000e-17      85.9000  1.07000e-17  1.06000e-17     -1.00000     -1.00000       0       6  1.33288e+10  1.48393e+10
goodss   20944   1.51850    9.08    0.35    -2.16     0.18   -2.13     6.13000e-17  9.33000e-18      151.000  1.48000e-17  8.10000e-18  3.82000e-17  6.62000e-18      3070.00     -1.00000     -1.00000     -1.00000     -1.00000       0       8  6.70283e+09  7.07353e+09
goodss   21540   1.41460   10.13    1.04    -1.39     0.17   -1.42     1.33000e-16  2.74000e-17      81.0000      0.00000  8.05000e-19  6.18000e-17  1.76000e-17      35.6000  9.50000e-18  1.92000e-17     -1.00000     -1.00000       0       6  1.93096e+10  2.10391e+10
goodss   21909   1.41630    9.32    0.61    -1.75     0.18   -1.67     4.32000e-17  1.54000e-17      199.000  4.52000e-17  1.63000e-17  3.13000e-17  8.62000e-18      178.000  1.41000e-17  9.18000e-18     -1.00000     -1.00000       0       6  8.00527e+09  8.90343e+09
goodss   21970   1.41180    8.21   -0.09    -2.42     0.20   -2.29     7.37000e-17  9.44000e-18      351.000  1.60000e-17  8.38000e-18  2.08000e-17  5.08000e-18      449.000  8.50000e-18  5.21000e-18     -1.00000     -1.00000       0       6  2.30938e+09  2.54896e+09
goodss   22389   1.29870   10.08    1.12    -1.12     0.18   -0.82     6.66000e-17  1.96000e-17      128.000  3.55000e-17  2.16000e-17  9.91000e-17  9.49000e-18      171.000  2.86000e-17  1.01000e-17     -1.00000     -1.00000       0       6  8.12240e+09  8.67240e+09
goodss   22461   1.29940   10.12    0.46    -1.52     0.17   -1.58     8.02000e-17  2.93000e-17      118.000      0.00000  7.65000e-19  5.26000e-17  1.17000e-17      86.1000  2.44000e-17  1.23000e-17     -1.00000     -1.00000       0       6  9.66160e+09  1.00913e+10
goodss   22569   1.32130    9.33    0.71    -1.94     0.17   -1.84     8.03000e-17  2.47000e-17      258.000  3.78000e-17  2.34000e-17  5.16000e-17  1.39000e-17      261.000  3.22000e-17  1.29000e-17     -1.00000     -1.00000       0       6  1.15664e+10  1.24949e+10
goodss   22737   1.29330    8.71   -0.13    -2.05     0.21   -1.83     3.61000e-17  1.17000e-17      620.000  5.75000e-19  1.24000e-17  2.28000e-17  4.84000e-18      312.000  2.60000e-19  4.98000e-18     -1.00000     -1.00000       0       6  1.98377e+09  2.09784e+09
goodss   22793   1.38290    9.66    0.54    -1.68     0.18   -1.51     5.43000e-17  1.12000e-17      164.000  9.32000e-18  1.01000e-17  7.09000e-17  7.18000e-18      294.000  1.00000e-17  5.81000e-18     -1.00000     -1.00000       0       6  6.97890e+09  7.91625e+09
goodss   23514   1.41170    9.42    0.56    -1.56     0.19   -1.62     3.12000e-17  1.56000e-17      131.000      0.00000  4.71000e-19  4.42000e-17  9.20000e-18      407.000  3.48000e-18  9.66000e-18     -1.00000     -1.00000       0       6  6.11850e+09  6.56883e+09
