#Field    ID    z    logM    logSFR   beta_obs   beta_obs_err   beta_SED    foiii    eoiii    EW_oiii_obs    fhb    ehb    fhanii    ehanii    EW_hanii_obs    fsii    esii    foii    eoii    fsiii_9069    esiii_9069    fsiii_9532    esiii_9532    AGN_flag    grism_flag
Par27   10   0.52070    9.67    1.14   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.32000e-16  5.26089e-17      49.5500  2.92500e-16  4.59622e-17     -1.00000     -1.00000  5.33000e-17  2.66000e-17  1.32000e-16  6.61000e-17       0      3.00000
Par27   66   1.94330    9.45    1.40   -99.00   -99.00   -99.00     2.48000e-16  2.41831e-17      689.000  5.03000e-17  1.85262e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  9.69000e-17  1.59806e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par27   95   0.73705    8.53    0.37   -99.00   -99.00   -99.00     2.12500e-16  4.64596e-17      525.990  1.03600e-16  4.78754e-17  1.56000e-16  4.76203e-17      1320.71  5.86500e-17  3.48382e-17     -1.00000     -1.00000  1.79500e-17  8.47114e-18  4.44500e-17  2.10012e-17       0      3.00000
Par27   98   2.19210    9.67    1.29   -99.00   -99.00   -99.00     1.82000e-16  2.51730e-17      969.000  2.36000e-17  1.75362e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  7.06000e-17  2.70115e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par27   216   1.37180    7.89   -0.06   -99.00   -99.00   -99.00     1.63000e-16  2.96985e-17      6000.00  4.00000e-17  2.84257e-17  5.79000e-17  1.59806e-17      5040.00  2.81000e-17  1.48492e-17      0.00000  2.28920e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par27   273   1.97615    8.50    0.37   -99.00   -99.00   -99.00     5.87500e-17  1.95645e-17      1270.00      0.00000  1.07970e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.63000e-17  1.36576e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par36   18   0.37760    9.73    1.37   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.80000e-16  2.93000e-17      42.7000  7.77000e-17  2.08166e-16     -1.00000     -1.00000  2.87000e-17  9.23000e-18  7.12000e-17  2.29000e-17       0      3.00000
Par36   23   0.99910   10.70    2.04   -99.00   -99.00   -99.00     3.90000e-17  2.40416e-17      9.65000      0.00000  1.78049e-17  3.99000e-16  4.32749e-17      125.000  1.62000e-16  3.76181e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par36   34   0.60430    9.60    0.91   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.33000e-16  1.52735e-17      53.6000  4.96000e-17  1.58392e-17     -1.00000     -1.00000  2.75000e-17  8.95197e-18  6.83000e-17  2.22032e-17       0      3.00000
Par36   60   0.39155    8.82    0.11   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  8.70000e-17  1.54743e-17      71.4000  4.60500e-17  1.34510e-17     -1.00000     -1.00000  1.63000e-17  5.90587e-18  4.04500e-17  1.46414e-17       0      3.00000
Par36   62   0.52060    8.98    0.36   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  8.59500e-17  1.23533e-17      69.8500  3.92000e-17  1.05857e-17     -1.00000     -1.00000  9.94000e-18  5.09188e-18  2.45500e-17  1.26166e-17       0      3.00000
Par36   63   0.91820    9.16    0.98   -99.00   -99.00   -99.00     2.49000e-16  2.91328e-17      196.000  7.64000e-17  2.58801e-17  2.85000e-16  4.08708e-17      330.000  6.03000e-17  3.56382e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par36   71   1.70790    9.24    1.22   -99.00   -99.00   -99.00     1.66500e-16  2.80631e-17      408.000  2.41500e-17  2.44168e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.03500e-17  1.64149e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par36   127   1.02080    8.28    0.26   -99.00   -99.00   -99.00     2.64000e-16  1.08187e-17      910.000  3.25000e-17  7.73575e-18  1.66000e-16  1.14693e-17      1360.00  1.62000e-17  1.10167e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par36   131   1.21500    8.92    0.36   -99.00   -99.00   -99.00     6.89500e-17  1.41344e-17      150.000  1.12000e-18  1.12000e-18  3.62000e-17  1.53483e-17      239.500  4.86000e-18  1.54858e-17  1.79500e-17  4.06587e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par36   202   0.66095    8.04   -0.28   -99.00   -99.00   -99.00     8.07000e-17  2.87000e-17      563.000     -1.00000     -1.00000  3.48000e-17  1.12877e-17      263.000  1.15500e-17  1.03148e-17     -1.00000     -1.00000     -1.00000     -1.00000      0.00000  1.19487e-17       0      3.00000
Par37   22   1.00150   10.69    2.04   -99.00   -99.00   -99.00     5.27000e-17  2.22032e-17      13.2000      0.00000  3.05227e-17  3.18000e-16  3.29512e-17      96.4000  2.09000e-16  3.08299e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   28   1.03025   10.30    1.95   -99.00   -99.00   -99.00     1.33000e-16  2.76000e-17      58.8000     -1.00000     -1.00000  2.21500e-16  3.95774e-17      121.000  7.47000e-17  4.34847e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   32   0.60535    9.60    0.88   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.19000e-16  1.45672e-17      52.0000  4.37500e-17  1.50203e-17     -1.00000     -1.00000  4.00500e-17  8.43636e-18  9.91000e-17  2.09468e-17       0      3.00000
Par37   39   0.88010    9.93    1.00   -99.00   -99.00   -99.00     7.91000e-17  2.92742e-17      46.3000  9.74000e-18  2.74357e-17  2.10000e-16  4.72347e-17      158.000  4.59000e-17  4.04465e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   48   1.29405   10.08    1.71   -99.00   -99.00   -99.00         0.00000  5.51847e-17      0.00000  5.82000e-17  1.95000e-17  2.17500e-16  5.10601e-17      257.000  5.62000e-17  4.90800e-17  5.12000e-17  4.62000e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   56   0.91970    9.17    0.98   -99.00   -99.00   -99.00     2.77000e-16  2.87085e-17      211.000  6.99000e-17  2.48902e-17  2.47000e-16  3.84666e-17      240.000  4.28000e-17  3.19612e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   67   0.97200    9.62    1.20   -99.00   -99.00   -99.00     5.74500e-17  1.69035e-17      56.4000  4.37000e-18  1.02000e-17  6.87500e-17  2.17793e-17      73.5500  5.72000e-17  1.99409e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   76   1.70190    9.81    1.02   -99.00   -99.00   -99.00     1.50000e-16  2.23446e-17      366.000  1.89000e-17  1.78191e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.87000e-17  1.21905e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   108   1.82930    9.48    1.46   -99.00   -99.00   -99.00     7.95000e-17  1.62635e-17      341.500  1.74000e-17  1.29047e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  5.64000e-17  9.71565e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   119   1.20490    9.20    0.89   -99.00   -99.00   -99.00         0.00000  5.20582e-18      0.00000  1.44000e-17  7.18421e-18  5.85000e-17  1.28128e-17      212.000  1.31000e-17  1.13844e-17      0.00000  2.42486e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   128   1.02280    8.35    0.29   -99.00   -99.00   -99.00     2.83000e-16  1.10450e-17      1490.00  3.76000e-17  7.73575e-18  1.38000e-16  1.12713e-17      1020.00  1.33000e-17  1.19784e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   139   1.21320    8.70    0.44   -99.00   -99.00   -99.00     8.99000e-17  1.61220e-17      194.000      0.00000  1.54818e-17  5.78000e-17  1.76777e-17      411.000  1.08000e-17  1.71120e-17  9.59000e-17  4.68105e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   154   1.07130    8.61    0.35   -99.00   -99.00   -99.00     7.57500e-17  1.29629e-17      100.100  3.45000e-17  3.45000e-17  5.11000e-17  1.30760e-17      84.3000      0.00000  1.43480e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par37   346   0.65920    7.39   -0.61   -99.00   -99.00   -99.00     9.35000e-17  2.84313e-17      368.000  1.72000e-17  2.06000e-17  2.86000e-17  6.98634e-18      380.000  8.39000e-18  6.64704e-18     -1.00000     -1.00000  2.77000e-18  3.23155e-18  6.87500e-18  8.02581e-18       0      3.00000
Par41   6   0.55750   10.65    1.63   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.75000e-16  4.29921e-17      28.7000  1.25000e-16  3.52139e-17     -1.00000     -1.00000      0.00000  4.44837e-17      0.00000  4.14605e-17       0      3.00000
Par41   14   0.42030    9.39    1.02   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.40000e-15  4.55377e-17      185.000  3.25000e-16  3.50725e-17     -1.00000     -1.00000  1.11000e-16  1.42836e-17  2.75000e-16  3.53553e-17       0      3.00000
Par41   37   1.29960   10.53    2.49   -99.00   -99.00   -99.00     3.21500e-16  5.16283e-17      67.7000  3.18500e-17  4.83703e-17  2.97500e-16  2.51746e-17      170.000  2.77500e-17  2.09323e-17      0.00000  6.27411e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par41   41   0.59390    9.59    0.62   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.67000e-16  2.30517e-17      91.0000  4.25000e-17  1.93747e-17     -1.00000     -1.00000  1.41000e-17  8.66913e-18  3.50000e-17  2.14960e-17       0      3.00000
Par41   50   0.65440    9.84    0.98   -99.00   -99.00   -99.00         0.00000  5.49409e-17      0.00000     -1.00000     -1.00000  1.68500e-16  2.89000e-17      120.000  1.04950e-16  2.96083e-17     -1.00000     -1.00000      0.00000  2.32256e-17      0.00000  2.28897e-17       0      3.00000
Par41   51   1.37270   10.17    2.13   -99.00   -99.00   -99.00     9.76000e-17  4.29921e-17      80.6000  2.62000e-17  5.00632e-17  3.23000e-16  3.49311e-17      296.000  6.89000e-17  2.87085e-17  9.52000e-17  4.04465e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par41   60   1.36260   10.34    2.34   -99.00   -99.00   -99.00     9.53500e-17  4.24455e-17      79.7000  6.95000e-18  3.52000e-17  2.78000e-16  1.69000e-17      119.000      0.00000  3.23910e-17  1.22500e-16  3.98102e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par41   85   1.36830    9.32    1.15   -99.00   -99.00   -99.00     1.95000e-16  3.34928e-17      159.000  1.84000e-17  3.57617e-17  2.74000e-16  1.97000e-17      204.000  6.56000e-17  1.56000e-17  1.48000e-16  3.20141e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par41   97   1.09710    9.13    0.96   -99.00   -99.00   -99.00     2.19000e-16  2.09304e-17      239.000  2.17000e-17  1.69706e-17  1.35000e-16  2.33345e-17      197.000  3.44000e-18  2.34759e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par41   121   1.25100    8.97    0.68   -99.00   -99.00   -99.00     1.27000e-16  2.29103e-17      174.000  3.60000e-18  1.55563e-17  6.55000e-17  2.09304e-17      198.000  2.42000e-17  1.96576e-17      0.00000  5.56192e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par41   145   0.70490    8.30    0.20   -99.00   -99.00   -99.00     2.13000e-16  4.07294e-17      315.000  2.26000e-17  3.93151e-17  1.14000e-16  1.17097e-17      257.000      0.00000  4.65471e-17     -1.00000     -1.00000      0.00000  1.90507e-17      0.00000  2.02504e-17       0      3.00000
Par42   23   0.94310   10.84    2.06   -99.00   -99.00   -99.00     9.17000e-17  3.93723e-17      16.8000  7.02000e-17  3.92757e-17  3.97000e-16  5.07304e-17      90.1000  1.44000e-17  4.72471e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   49   1.34420    9.95    1.74   -99.00   -99.00   -99.00     1.51000e-16  3.43654e-17      127.000  3.90000e-17  3.74767e-17  2.16000e-16  2.14960e-17      224.000  4.51000e-17  1.83848e-17  1.08000e-16  3.26683e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   81   1.39350    9.76    1.29   -99.00   -99.00   -99.00     2.67000e-17  3.30926e-17      38.9000  9.48000e-17  3.79009e-17  1.22000e-16  2.63044e-17      266.000  4.51000e-17  2.29103e-17  1.01000e-16  3.43654e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   84   1.10490    9.08    0.87   -99.00   -99.00   -99.00     1.27000e-16  1.76777e-17      312.000  4.16000e-17  1.58392e-17  7.51000e-17  1.81019e-17      215.000      0.00000  2.49051e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   87   1.40060    9.56    1.29   -99.00   -99.00   -99.00     1.80500e-17  3.02645e-17      26.2500  7.79000e-17  3.45776e-17  1.03500e-16  2.38296e-17      277.000  3.18000e-17  2.09308e-17  6.94000e-17  3.07002e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   93   0.98200    9.06    0.86   -99.00   -99.00   -99.00     8.08000e-17  2.10718e-17      83.2000  1.72000e-17  1.86676e-17  1.21000e-16  2.37588e-17      201.000  1.03000e-17  1.89505e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   126   1.36300    8.39    0.41   -99.00   -99.00   -99.00     4.55000e-16  2.94156e-17      1390.00  7.13000e-17  2.94156e-17  2.90000e-16  1.78191e-17      1200.00  2.37000e-17  1.48492e-17  1.27000e-16  2.64458e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   140   1.92120    9.38    1.22   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000  4.26000e-17  1.34350e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  8.50000e-17  1.22895e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   191   1.24270    8.63    0.43   -99.00   -99.00   -99.00     1.35000e-16  2.74357e-17      544.000  1.87000e-17  1.09884e-17  4.91000e-17  1.29118e-17      351.000  8.51000e-18  1.24309e-17  5.64000e-17  3.39411e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par42   247   1.75325    8.63    0.58   -99.00   -99.00   -99.00     7.79000e-17  1.45664e-17      1090.86  1.63500e-17  1.21693e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.67000e-17  7.05000e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par43   28   1.12415   10.16    1.46   -99.00   -99.00   -99.00     8.87500e-17  2.72281e-17      20.1500  2.72000e-17  2.53243e-17  4.19000e-16  3.75000e-17      132.000  8.46000e-17  4.27791e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par43   30   0.80775   10.57    1.64   -99.00   -99.00   -99.00     3.10500e-16  4.83344e-17      55.5000  3.41500e-16  5.49299e-17  5.49500e-16  7.08011e-17      82.8000  1.54500e-16  7.31839e-17     -1.00000     -1.00000  9.32500e-17  4.34771e-17     -1.00000     -1.00000       0      3.00000
Par43   38   0.77950   10.00    1.23   -99.00   -99.00   -99.00     3.25000e-16  5.55786e-17      119.000  4.32000e-17  6.26497e-17  8.07000e-16  9.00854e-17      391.000  1.09000e-16  7.02864e-17     -1.00000     -1.00000      0.00000  2.81682e-17      0.00000  4.76028e-17       0      3.00000
Par43   74   1.03725    9.58    1.16   -99.00   -99.00   -99.00     8.79500e-17  2.23063e-17      92.4000  2.94500e-17  2.14516e-17  1.04500e-16  2.60837e-17      150.000  7.39000e-17  2.58799e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par43   85   1.48790   10.18    1.37   -99.00   -99.00   -99.00     1.58000e-16  4.00222e-17      1540.00  4.08000e-17  3.86080e-17  1.98000e-16  3.83252e-17      558.000      0.00000  4.84666e-17  6.42000e-17  3.09713e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par49   26   1.21005   10.02    1.92   -99.00   -99.00   -99.00     2.90500e-17  2.56727e-17      18.1000      0.00000  1.49900e-17  1.45000e-16  3.11841e-17      120.000  6.05500e-17  2.77189e-17  6.29500e-17  8.54186e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par49   27   1.24405   10.08    2.04   -99.00   -99.00   -99.00     7.71000e-17  2.99817e-17      48.3000  2.57000e-17  2.27693e-17  2.31000e-16  3.22441e-17      203.500  1.78000e-17  2.65166e-17  8.59000e-17  6.90142e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par49   57   0.67660    8.74    0.27   -99.00   -99.00   -99.00     2.84500e-16  4.49740e-17      907.083      0.00000  4.17144e-17  8.19500e-17  1.15124e-17      365.000  2.06000e-18  8.49000e-18     -1.00000     -1.00000  4.53000e-18  5.17602e-18  1.12000e-17  1.28411e-17       0      3.00000
Par49   107   1.79790    9.06    1.09   -99.00   -99.00   -99.00     1.97500e-16  1.89589e-17      429.000  1.16950e-17  1.45000e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.23500e-17  1.07836e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par49   114   1.66200    8.92    0.84   -99.00   -99.00   -99.00     1.36000e-16  1.69706e-17      697.000  1.71000e-17  1.37320e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.10000e-17  1.15400e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par50   92   2.03305    9.38    1.41   -99.00   -99.00   -99.00     1.50000e-16  2.01527e-17      387.000  3.66500e-17  1.56984e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  5.43500e-17  3.06198e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par51   41   1.32810   10.07    1.36   -99.00   -99.00   -99.00     1.11500e-16  3.93890e-17      122.500      0.00000  4.94263e-17  1.90000e-16  1.99404e-17      226.000  4.10000e-17  2.10718e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par51   45   1.31430    9.82    1.74   -99.00   -99.00   -99.00     1.24500e-16  6.55600e-17      115.000  1.46000e-16  4.64000e-17  2.58500e-16  3.33802e-17      334.000  6.93000e-17  2.84289e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par51   56   0.96960    9.13    1.01   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.99000e-16  3.04056e-17      689.000  1.24000e-16  2.29103e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par51   70   1.29320    9.48    0.98   -99.00   -99.00   -99.00     8.56000e-17  4.08310e-17      162.000      0.00000  1.64314e-17  9.32500e-17  2.08607e-17      297.500  2.01500e-17  1.81025e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par55   73   1.49730    9.16    1.14   -99.00   -99.00   -99.00     2.06000e-16  3.76181e-17      627.000  2.33000e-18  3.08299e-17  1.22000e-16  2.89914e-17      400.000  6.86000e-18  4.96389e-17  8.73000e-17  2.78600e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par55   81   1.49420    8.67    0.69   -99.00   -99.00   -99.00     3.31000e-16  3.79009e-17      2540.00  2.90000e-17  3.09713e-17  1.56000e-16  2.61630e-17      864.000  1.63000e-17  4.51134e-17  1.07000e-16  2.58801e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par55   175   1.05550    7.83   -0.16   -99.00   -99.00   -99.00     1.48000e-16  1.83848e-17      732.000  2.10000e-17  1.40714e-17  6.69000e-17  1.64049e-17      3540.00  1.24000e-17  2.03647e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par56   48   1.23520   10.00    1.52   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.32000e-16  2.99813e-17      125.000  2.28000e-16  3.12541e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par56   110   1.47120    9.28    1.27   -99.00   -99.00   -99.00     1.10000e-16  2.06475e-17      356.000  1.66000e-17  1.76777e-17  7.71000e-17  1.48492e-17      724.000  6.90000e-18  1.66877e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par56   146   1.86840    9.19    1.00   -99.00   -99.00   -99.00     2.00000e-16  1.62635e-17      2050.00  4.95000e-17  1.39017e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par56   172   0.98700    8.04    0.10   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.81500e-16  3.12922e-17      433.000  7.77500e-17  3.10876e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      2.00000
Par63   55   0.66740    8.95    0.72   -99.00   -99.00   -99.00     8.07000e-16  8.54383e-17      403.000  1.94000e-16  7.09000e-17  3.61500e-16  2.70118e-17      203.000  2.30500e-17  2.41133e-17     -1.00000     -1.00000  2.29500e-17  1.08187e-17  5.69000e-17  2.68701e-17       0      3.00000
Par63   84   1.52110    9.95    1.22   -99.00   -99.00   -99.00     1.57000e-17  3.39411e-17      31.6000      0.00000  3.54622e-17  1.53000e-16  4.38406e-17      784.000      0.00000  5.23055e-17  8.07000e-17  2.84257e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par63   161   0.86150    8.42    0.32   -99.00   -99.00   -99.00     1.40000e-16  2.36174e-17      247.000  2.98000e-17  2.00818e-17  1.04000e-16  2.24860e-17      266.000  1.94000e-17  2.05061e-17     -1.00000     -1.00000      0.00000  4.51555e-17     -1.00000     -1.00000       0      3.00000
Par64   28   0.86185   10.68    0.57   -99.00   -99.00   -99.00         0.00000  3.73055e-17      0.00000  1.17000e-16  4.42000e-17  4.57000e-16  6.30993e-17      139.000  2.88500e-16  5.85977e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par64   39   0.54790    9.57    0.67   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.71500e-16  4.81540e-17      199.500  8.52500e-17  3.74767e-17     -1.00000     -1.00000      0.00000  5.08659e-17      0.00000  4.77468e-17       0      3.00000
Par64   55   0.66955    8.93    0.77   -99.00   -99.00   -99.00     5.53500e-16  8.66914e-17      223.500  1.90000e-16  1.03592e-16  3.40500e-16  2.83196e-17      191.000  2.07950e-17  3.95373e-17     -1.00000     -1.00000  1.68000e-18  1.02393e-17  4.16500e-18  2.53860e-17       0      3.00000
Par64   62   0.94925    9.15    1.03   -99.00   -99.00   -99.00     3.35000e-16  4.88000e-17      329.000  1.06250e-16  5.70562e-17  3.33000e-16  6.63000e-17      800.000  8.42000e-17  8.42000e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par64   213   1.61580    8.68    0.68   -99.00   -99.00   -99.00     1.95500e-16  2.20048e-17      437.000  2.05500e-17  1.62635e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.08000e-17  1.24246e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par65   32   0.76020    9.82    1.17   -99.00   -99.00   -99.00     1.01000e-16  3.45068e-17      21.3000  4.53000e-17  3.91737e-17  3.64000e-16  4.72347e-17      122.000  5.50000e-17  3.13955e-17     -1.00000     -1.00000  6.07000e-17  1.36330e-17  1.50000e-16  3.37997e-17       0      3.00000
Par65   42   1.37670   10.38    2.15   -99.00   -99.00   -99.00     7.36000e-16  3.16784e-17      540.500  4.27000e-17  2.81428e-17  4.04000e-16  2.34759e-17      326.000  3.39500e-17  1.69706e-17  2.57000e-17  2.17807e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par65   50   0.79510   10.60    1.51   -99.00   -99.00   -99.00     4.22000e-17  2.38000e-17      38.8000  1.22000e-16  2.47000e-17  1.31500e-16  2.70823e-17      90.2000  2.25500e-17  2.50316e-17     -1.00000     -1.00000  1.51500e-17  1.72534e-17     -1.00000     -1.00000       0      3.00000
Par65   51   1.17635    9.90    1.73   -99.00   -99.00   -99.00     6.55500e-17  2.78632e-17      32.5000  2.72500e-17  2.43261e-17  2.03000e-16  3.45463e-17      191.000  9.78500e-17  3.22490e-17  5.42000e-16  5.42000e-16     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par65   74   1.28060   10.48    2.37   -99.00   -99.00   -99.00     8.44500e-17  3.92445e-17      96.8000  4.50500e-17  2.65876e-17  2.65500e-16  3.86793e-17      407.500  9.95000e-17  3.54979e-17  2.31000e-17  6.84220e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par65   76   1.21670    9.94    0.85   -99.00   -99.00   -99.00     4.68500e-17  2.31225e-17      75.9000  9.09500e-18  1.69706e-17  1.29000e-16  2.84257e-17      311.000  4.47000e-17  2.40416e-17      0.00000  5.95193e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par65   164   1.83230    9.03    0.93   -99.00   -99.00   -99.00     1.17000e-16  1.64049e-17      368.000  2.23000e-18  1.14693e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.71000e-17  9.80050e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par65   197   1.15360    8.81    0.60   -99.00   -99.00   -99.00     6.82000e-17  1.39088e-17      439.500  1.62000e-17  9.85707e-18  4.62000e-17  1.45664e-17      730.000      0.00000  1.48279e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par65   264   1.27405    8.35    0.32   -99.00   -99.00   -99.00     5.77000e-17  1.83000e-17      1390.00  4.93000e-18  4.93000e-18  6.21500e-17  1.51160e-17      480.000  3.57000e-17  1.40839e-17  2.65000e-17  1.70000e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par66   15   0.90600   10.96    2.40   -99.00   -99.00   -99.00     2.11000e-16  3.84666e-17      28.5000      0.00000  5.25669e-17  2.60000e-16  4.14365e-17      40.5000  4.40000e-17  3.87495e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par66   37   0.55110    9.59    0.63   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.36000e-16  4.00222e-17      111.000      0.00000  1.91615e-17     -1.00000     -1.00000  4.17500e-17  1.76777e-17  1.03500e-16  4.37700e-17       0      3.00000
