#Field    ID    z    logM    logSFR   beta_obs   beta_obs_err   beta_SED    foiii    eoiii    EW_oiii_obs    fhb    ehb    fhanii    ehanii    EW_hanii_obs    fsii    esii    foii    eoii    fsiii_9069    esiii_9069    fsiii_9532    esiii_9532    AGN_flag    grism_flag
Par315   182   2.21490    9.24    1.07   -99.00   -99.00   -99.00     2.40000e-16  3.39411e-17      3968.85  4.81000e-17  2.40416e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.07000e-17  3.30926e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par315   212   1.27470    8.28    0.21   -99.00   -99.00   -99.00     1.12000e-16  1.29000e-17      1590.00  2.56500e-17  1.05219e-17  4.26500e-17  1.25160e-17      1930.00  2.95500e-18  1.14606e-17      0.00000  2.91662e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par317   24   1.10840   10.57    1.75   -99.00   -99.00   -99.00     6.41000e-17  3.95980e-17      24.3000  1.09000e-16  4.01637e-17  3.71000e-16  6.05283e-17      177.000  1.21000e-16  5.41644e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par317   26   0.87910   10.01    1.78   -99.00   -99.00   -99.00     4.80000e-18  4.21436e-17      1.75000      0.00000  5.79932e-17  2.91000e-16  5.98212e-17      146.000  1.25000e-16  4.79418e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par317   29   0.53195    9.37    0.34   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.33000e-16  2.47000e-17      151.000  5.69000e-17  1.87000e-17     -1.00000     -1.00000  2.49500e-17  1.66560e-17  6.19000e-17  4.14343e-17       0      3.00000
Par317   41   1.43680   10.61    1.33   -99.00   -99.00   -99.00     2.54000e-17  5.16188e-17      13.4000  6.35000e-17  4.66690e-17  4.05000e-16  3.98808e-17      248.000  7.34000e-17  3.59210e-17  1.14000e-16  4.05879e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par317   71   0.79540    8.96    0.64   -99.00   -99.00   -99.00     1.45000e-16  4.14365e-17      103.000  3.83000e-17  3.95980e-17  8.21000e-17  3.60624e-17      113.000      0.00000  4.02608e-17     -1.00000     -1.00000  1.16000e-17  2.10718e-17     -1.00000     -1.00000       0      3.00000
Par319   37   1.08250   10.24    1.02   -99.00   -99.00   -99.00     1.03000e-16  3.09713e-17      82.5000  1.30000e-17  2.80014e-17  2.37000e-16  3.45068e-17      257.000  5.95000e-17  2.96985e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par319   40   1.09770   10.01    1.34   -99.00   -99.00   -99.00     1.12000e-16  2.67286e-17      77.6000  6.27000e-17  2.44659e-17  2.07000e-16  2.95571e-17      240.000  6.07000e-17  2.48902e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par319   46   0.40940    8.48    0.42   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.92000e-16  3.76181e-17      122.000  8.21000e-17  3.30926e-17     -1.00000     -1.00000  9.77000e-18  9.46109e-18  2.42000e-17  2.34759e-17       0      3.00000
Par319   67   1.20510   10.15    1.11   -99.00   -99.00   -99.00     5.41000e-17  2.13546e-17      91.0000  9.06000e-18  1.73948e-17  8.36000e-17  1.61220e-17      222.000  3.01000e-17  1.64049e-17  3.14000e-17  5.76999e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par319   80   1.13650    9.46    0.73   -99.00   -99.00   -99.00     5.32000e-17  1.89505e-17      43.2000  7.72000e-18  1.47078e-17  7.71000e-17  1.92333e-17      95.6000  6.05000e-18  1.56978e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par319   111   1.46670    9.16    0.89   -99.00   -99.00   -99.00     7.81000e-17  2.55973e-17      800.000      0.00000  2.51450e-17  5.16000e-17  1.86676e-17      488.000  2.36000e-17  2.26274e-17  4.74000e-17  2.48902e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par319   116   0.93730    8.69    0.36   -99.00   -99.00   -99.00     9.13000e-17  2.36174e-17      194.000  5.09000e-18  2.02233e-17  7.88000e-17  2.06475e-17      233.000  3.20000e-17  1.79605e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par320   26   0.51490    9.74    1.31   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  8.74000e-16  5.60029e-17      118.000  3.82000e-16  4.72347e-17     -1.00000     -1.00000  7.43000e-17  2.30517e-17  1.84000e-16  5.69928e-17       0      3.00000
Par320   27   0.86580   11.03    2.76   -99.00   -99.00   -99.00     5.91000e-17  3.95980e-17      11.7000      0.00000  6.05367e-17  7.11000e-16  5.82656e-17      149.000  1.67000e-16  4.93561e-17     -1.00000     -1.00000      0.00000  4.56353e-17     -1.00000     -1.00000       0      3.00000
Par320   60   0.82870   10.46    1.33   -99.00   -99.00   -99.00         0.00000  1.66858e-17      0.00000  5.53000e-17  2.70115e-17  2.03000e-16  2.14960e-17      172.000  1.78000e-17  2.06475e-17     -1.00000     -1.00000  5.88000e-17  1.97990e-17     -1.00000     -1.00000       0      3.00000
Par320   68   1.07720   11.13    0.78   -99.00   -99.00   -99.00     6.57000e-17  1.89505e-17      32.0000  3.89000e-17  1.73948e-17  9.30000e-17  2.10718e-17      42.0000      0.00000  2.01544e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par320   80   0.83025    9.33    1.01   -99.00   -99.00   -99.00     4.72500e-17  2.15035e-17      26.2000  1.37000e-16  1.61000e-17  2.38000e-16  1.63000e-17      359.000  4.77500e-17  1.64939e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par320   90   0.69345    9.44    0.67   -99.00   -99.00   -99.00     1.66500e-16  6.17745e-17      205.000     -1.00000     -1.00000  1.26500e-16  2.12137e-17      147.000  6.76000e-17  4.06539e-17     -1.00000     -1.00000     -1.00000     -1.00000  1.04250e-17  1.84114e-17       0      3.00000
Par320   97   0.64980    8.71    0.65   -99.00   -99.00   -99.00     1.53000e-16  5.68514e-17      120.000     -1.00000     -1.00000  1.18000e-16  1.58392e-17      92.6000      0.00000  1.55327e-17     -1.00000     -1.00000  5.09000e-18  5.27502e-18  1.26000e-17  1.30956e-17       0      3.00000
Par320   198   1.42920    8.93    0.77   -99.00   -99.00   -99.00     1.24000e-16  1.88090e-17      18400.0  2.81000e-17  1.62635e-17  4.65000e-17  1.09460e-17      612.000  2.59000e-17  1.10874e-17  8.29000e-17  1.75362e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par320   292   1.39060    8.24    0.19   -99.00   -99.00   -99.00     1.48000e-16  1.79605e-17      18500.0  2.97000e-17  1.58392e-17  6.16000e-17  9.64494e-18      1037.42      0.00000  8.58962e-18  3.90000e-17  1.56978e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   21   0.82830   10.47    2.41   -99.00   -99.00   -99.00     4.01000e-16  4.20021e-17      26.5000  4.61000e-16  4.41235e-17  2.69000e-15  4.51134e-17      259.000  4.40000e-16  4.72347e-17     -1.00000     -1.00000  4.80000e-16  4.86489e-17     -1.00000     -1.00000       0      3.00000
Par321   28   0.53940   10.28    0.47   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.35000e-16  2.03647e-17      24.3000  6.08000e-17  1.72534e-17     -1.00000     -1.00000      0.00000  2.32256e-17      0.00000  2.24098e-17       0      3.00000
Par321   37   1.05680   10.65    2.33   -99.00   -99.00   -99.00     5.92000e-17  1.75568e-17      10.3000     -1.00000     -1.00000  5.63000e-16  1.86000e-17      135.000  3.43000e-16  1.72000e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   42   1.07640   11.06    1.89   -99.00   -99.00   -99.00     9.24000e-17  2.40416e-17      37.0000      0.00000  1.34470e-17  1.88000e-16  3.35169e-17      71.6000  1.59000e-16  3.35169e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   44   0.45920    9.46    1.31   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.31000e-16  1.23000e-17      78.3000  6.77000e-17  1.02000e-17     -1.00000     -1.00000  1.57000e-17  6.81036e-18  3.88500e-17  1.68808e-17       0      3.00000
Par321   48   1.06940   10.17    1.51   -99.00   -99.00   -99.00     9.03000e-17  2.41831e-17      43.2000  3.77000e-17  2.54558e-17  5.35000e-16  4.08708e-17      286.000      0.00000  3.09034e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   63   1.15570    9.50    1.26   -99.00   -99.00   -99.00     4.42500e-16  1.78191e-17      341.000  8.03500e-17  1.38593e-17  3.20000e-16  1.86676e-17      305.500  2.19000e-18  1.66172e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   80   1.15420    9.54    1.33   -99.00   -99.00   -99.00     1.02000e-16  1.81019e-17      56.0000  4.93000e-17  1.51321e-17  1.78000e-16  2.34759e-17      112.000  2.81000e-17  1.86676e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   87   0.92430    9.43    0.90   -99.00   -99.00   -99.00     2.47000e-17  1.61220e-17      28.4500  2.53000e-17  1.52735e-17  1.14000e-16  2.08598e-17      187.000  3.37000e-17  1.65463e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   101   0.70220    9.29    0.68   -99.00   -99.00   -99.00         0.00000  1.89919e-17      0.00000      0.00000  3.20489e-17  1.23500e-16  1.11794e-17      218.000  2.26000e-17  1.41068e-17     -1.00000     -1.00000  1.29500e-17  4.18607e-18  3.22000e-17  1.03874e-17       0      3.00000
Par321   131   1.15130    8.93    0.76   -99.00   -99.00   -99.00     1.99000e-16  1.16531e-17      701.000  2.11000e-17  8.66913e-18  1.05000e-16  1.10592e-17      365.000  9.91000e-18  9.87121e-18     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   160   1.63900    8.99    0.83   -99.00   -99.00   -99.00     1.08000e-16  1.23744e-17      430.000  2.09000e-17  1.09319e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  5.23000e-17  8.55599e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   183   1.04630    8.60    0.45   -99.00   -99.00   -99.00     6.34000e-17  1.15541e-17      506.000  1.27000e-17  1.00975e-17  3.95000e-17  1.12289e-17      614.218      0.00000  1.66994e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   203   1.24250    8.94    0.67   -99.00   -99.00   -99.00     5.17000e-17  1.20774e-17      257.000  1.01000e-17  7.73575e-18  5.52000e-17  1.07904e-17      545.000      0.00000  1.02692e-17  3.44000e-17  3.11127e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par321   227   1.14805    8.50    0.42   -99.00   -99.00   -99.00     4.02500e-17  1.21102e-17      206.000  5.06200e-18  9.57505e-18  3.91500e-17  1.38418e-17      365.000      0.00000  6.62216e-18     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par322   46   1.45830   11.01    3.03   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000  3.06000e-17  9.09339e-17  5.76000e-16  7.52362e-17      387.000  2.20000e-16  9.37624e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par322   147   1.54100    9.52    0.64   -99.00   -99.00   -99.00     1.03000e-16  3.11127e-17      383.000  2.55000e-17  2.85671e-17  1.56000e-16  4.29921e-17      1500.00     -1.00000     -1.00000  7.46000e-17  2.63044e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par322   153   2.25670   10.15    1.57   -99.00   -99.00   -99.00     1.71000e-16  3.63453e-17      537.000  5.36000e-17  2.60215e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  7.05000e-17  3.43654e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par322   202   0.50060    7.77   -0.30   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.11000e-16  1.69706e-17      582.000  4.45000e-17  1.52735e-17     -1.00000     -1.00000  5.85000e-18  5.10531e-18  1.45000e-17  1.26572e-17       0      3.00000
Par324   25   0.59145    9.91    0.94   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.06000e-16  2.80046e-17      79.6000  6.12000e-17  2.41299e-17     -1.00000     -1.00000  1.62000e-17  1.16048e-17  4.01500e-17  2.87673e-17       0      3.00000
Par324   32   0.59710    9.47    0.92   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  6.52000e-16  1.59806e-17      229.000  1.47000e-16  1.31239e-17     -1.00000     -1.00000  3.90000e-17  5.35987e-18  9.67000e-17  1.32795e-17       0      3.00000
Par324   36   1.22220   10.80    2.20   -99.00   -99.00   -99.00     1.86000e-16  2.74357e-17      67.5000  7.09000e-17  2.07889e-17  2.44500e-16  2.34105e-17      69.9000  4.11500e-17  2.42909e-17  8.36000e-17  7.78525e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par324   58   1.14560    9.95    1.22   -99.00   -99.00   -99.00     8.18000e-17  1.55563e-17      88.0000  1.21000e-17  1.18087e-17  1.23000e-16  1.69706e-17      175.000  3.59000e-17  1.42836e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par324   85   0.71060    9.04    0.26   -99.00   -99.00   -99.00     5.85000e-17  3.37997e-17      115.000  7.14000e-17  3.84666e-17  9.77000e-17  2.61630e-17      219.000  3.39000e-17  2.54558e-17     -1.00000     -1.00000  1.65000e-17  5.20431e-18  4.08000e-17  1.29118e-17       0      3.00000
Par324   91   1.11160    9.05    0.85   -99.00   -99.00   -99.00     2.22000e-16  1.21198e-17      465.000  3.55000e-17  8.40043e-18  1.21000e-16  1.15683e-17      453.000      0.00000  1.20926e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par324   97   0.68740    8.52    0.38   -99.00   -99.00   -99.00     3.91000e-16  4.08708e-17      529.000  1.23000e-17  4.34164e-17  1.39000e-16  1.20632e-17      397.000  3.82000e-17  2.70115e-17     -1.00000     -1.00000  7.18000e-18  4.48306e-18  1.78000e-17  1.11157e-17       0      3.00000
Par324   222   2.14740    8.86    0.81   -99.00   -99.00   -99.00     1.07000e-16  2.43245e-17      6420.00  3.63000e-17  2.00818e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  5.75000e-17  2.71529e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par324   228   1.15160    8.36    0.27   -99.00   -99.00   -99.00     6.18000e-17  1.34916e-17      460.251  2.77000e-17  1.12430e-17  5.72000e-17  1.41421e-17      3500.00  9.56000e-19  1.24027e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par325   24   0.91670   10.63    1.54   -99.00   -99.00   -99.00     1.17000e-16  3.94566e-17      36.2000  1.16000e-16  3.87495e-17  8.47000e-16  5.10531e-17      295.000  1.70000e-16  4.03051e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par325   32   0.70450    9.60    1.26   -99.00   -99.00   -99.00     1.98000e-16  8.07516e-17      30.5000  1.18000e-16  9.82878e-17  5.80000e-16  3.53553e-17      256.000  2.43000e-16  4.72347e-17     -1.00000     -1.00000  6.06000e-17  1.28128e-17  1.50000e-16  3.18198e-17       0      3.00000
Par325   52   0.51020    9.17    1.09   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.66000e-16  2.82843e-17      89.0000  7.91000e-17  2.30517e-17     -1.00000     -1.00000  9.91000e-18  9.56008e-18  2.46000e-17  2.37588e-17       0      3.00000
Par325   118   0.97780    8.71    0.58   -99.00   -99.00   -99.00     1.96000e-16  2.48902e-17      801.000  3.59000e-17  2.10718e-17  6.96000e-17  2.20617e-17      469.000      0.00000  3.11434e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par325   175   1.43740    8.04    0.09   -99.00   -99.00   -99.00     3.10000e-16  2.60215e-17      607.000  5.38000e-17  2.24860e-17  1.01000e-16  1.42836e-17      1500.00  8.50000e-18  1.45664e-17      0.00000  2.05180e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par325   203   1.11900    8.30    0.21   -99.00   -99.00   -99.00     1.48000e-16  1.72534e-17      605.000  2.68000e-17  1.21057e-17  5.72000e-17  1.47078e-17      223.000  1.07000e-17  1.47078e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par325   230   1.37300    8.49    0.29   -99.00   -99.00   -99.00     1.79000e-16  2.61630e-17      1250.00  9.37000e-18  2.23446e-17  4.87000e-17  1.29259e-17      611.000  8.85000e-18  1.25582e-17  4.31000e-17  2.13546e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par325   262   1.33290    8.33    0.31   -99.00   -99.00   -99.00         0.00000  3.65179e-17      0.00000      0.00000  3.69498e-17  2.04000e-16  2.95571e-17      3040.00  5.36000e-18  2.47487e-17  9.98000e-17  4.51134e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par325   289   1.35640    8.17    0.15   -99.00   -99.00   -99.00     1.90000e-16  3.19612e-17      2130.00  2.32000e-17  2.89914e-17  5.45000e-17  1.52735e-17      642.000  1.65000e-17  1.48492e-17  3.50000e-17  2.75772e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par326   68   0.82935   10.01    0.96   -99.00   -99.00   -99.00     4.86000e-17  2.01000e-17      219.000  2.28000e-16  2.28000e-16  1.19000e-16  2.32000e-17      217.000  8.16500e-17  1.52117e-16     -1.00000     -1.00000      0.00000  4.02128e-17     -1.00000     -1.00000       0      3.00000
Par326   84   1.16850   10.05    1.04   -99.00   -99.00   -99.00     3.24000e-17  1.40997e-17      54.6000  1.34000e-17  1.04652e-17  7.46000e-17  1.61220e-17      137.000  7.23000e-18  1.30108e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par326   102   1.17820    9.89    0.94   -99.00   -99.00   -99.00         0.00000  9.51291e-18      0.00000      0.00000  1.42100e-17  1.27000e-16  1.95161e-17      379.000  5.73000e-17  1.65463e-17  1.05000e-17  5.47301e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par326   120   1.32650    9.22    0.87   -99.00   -99.00   -99.00     8.99000e-17  3.11127e-17      772.661  3.81000e-17  3.42240e-17  6.73000e-17  1.61220e-17      1590.00  1.54000e-18  1.39159e-17  8.44000e-17  2.84257e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par326   146   1.32900    8.86    0.65   -99.00   -99.00   -99.00     3.69000e-16  2.92742e-17      777.000  3.28000e-17  2.84257e-17  1.38000e-16  1.33502e-17      2047.48      0.00000  1.24286e-17  9.24000e-17  2.14960e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par326   213   1.34110    9.47    1.28   -99.00   -99.00   -99.00     6.08000e-17  2.20617e-17      205.000  7.29000e-18  2.27688e-17  4.61000e-17  1.18935e-17      287.000  1.34000e-17  1.10309e-17  2.84000e-17  1.95161e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par326   20011   1.12430    9.11    0.78   -99.00   -99.00   -99.00     6.00000e-17  1.23744e-17      111.000  2.91000e-17  9.58837e-18  6.25000e-17  1.37320e-17      192.000  7.48000e-18  1.19360e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   27   0.43705    9.74    0.44   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.01500e-16  2.22032e-17      30.8000  1.68500e-17  2.06475e-17     -1.00000     -1.00000  2.19000e-17  2.19000e-17  9.11000e-17  1.62000e-17       0      3.00000
Par327   41   0.66040    9.63    0.88   -99.00   -99.00   -99.00         0.00000  3.20489e-17      0.00000     -1.00000     -1.00000  3.48500e-16  1.57080e-17      176.500  8.45500e-17  1.37363e-17     -1.00000     -1.00000  2.76500e-17  5.44474e-18  6.86000e-17  1.34988e-17       0      3.00000
Par327   44   0.66120    9.73    0.94   -99.00   -99.00   -99.00     1.74000e-16  3.47000e-17      109.000     -1.00000     -1.00000  5.31500e-16  1.47787e-17      242.500  9.36000e-17  1.31807e-17     -1.00000     -1.00000  3.92500e-17  5.49422e-18  9.73000e-17  1.36189e-17       0      3.00000
Par327   45   1.57760    9.77    1.61   -99.00   -99.00   -99.00     5.74500e-16  2.92742e-17      424.500  2.09000e-16  2.67286e-17  8.48500e-16  7.04986e-17      897.500     -1.00000     -1.00000  2.48000e-16  2.13546e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   48   0.66240    9.25    0.89   -99.00   -99.00   -99.00     3.45000e-16  1.04702e-16      144.000     -1.00000     -1.00000  2.56000e-16  3.11103e-17      152.000  6.96500e-17  2.72151e-17     -1.00000     -1.00000      0.00000  2.04423e-17      0.00000  2.06343e-17       0      3.00000
Par327   64   1.07280    9.36    1.09   -99.00   -99.00   -99.00     3.74000e-16  1.83848e-17      357.000  6.26000e-17  1.45664e-17  2.67000e-16  1.88090e-17      408.000  2.66000e-17  1.71120e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   85   0.65995    8.88    0.42   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.32500e-16  2.17904e-17      146.000  3.00000e-17  1.96759e-17     -1.00000     -1.00000  1.99000e-17  9.03097e-18  4.94000e-17  2.24181e-17       0      3.00000
Par327   112   1.15120    9.29    0.95   -99.00   -99.00   -99.00     1.04000e-16  1.45664e-17      161.000  2.20000e-17  1.14127e-17  1.23000e-16  1.61220e-17      247.000  3.59000e-17  1.39159e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   113   0.54590    8.79    0.05   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  9.89000e-17  1.21481e-17      183.000  1.25000e-17  9.72979e-18     -1.00000     -1.00000  1.26000e-17  4.22850e-18  3.13000e-17  1.04793e-17       0      3.00000
Par327   118   1.04020    9.96    1.36   -99.00   -99.00   -99.00     7.89000e-18  1.83848e-17      4.23000  4.71000e-17  1.72534e-17  3.52000e-16  2.54558e-17      161.000  7.60000e-17  1.97990e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   123   1.45505    9.75    1.04   -99.00   -99.00   -99.00     1.82500e-16  2.66580e-17      319.000  6.09500e-17  2.30521e-17     -1.00000     -1.00000     -1.00000      0.00000  2.54329e-17  4.93000e-17  1.86682e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   126   1.13270    9.78    1.06   -99.00   -99.00   -99.00     6.13000e-17  1.40714e-17      86.1000  2.53000e-17  1.11157e-17  9.75000e-17  1.59806e-17      609.000  2.01000e-17  1.35623e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   133   1.03820    9.17    0.59   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000  3.68000e-17  1.18370e-17  7.62000e-17  1.51321e-17      394.000  8.20000e-18  1.23744e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   135   1.05530    8.83    0.62   -99.00   -99.00   -99.00     1.75000e-16  1.76071e-17      518.500  2.93000e-17  1.48499e-17  1.34000e-16  1.93830e-17      713.000  5.52000e-17  1.88958e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   138   1.20080    9.39    0.90   -99.00   -99.00   -99.00     8.66000e-17  2.00818e-17      432.000  1.96000e-18  1.42836e-17  7.71000e-17  1.92333e-17      433.000  2.05000e-17  1.72534e-17  1.15000e-16  6.49124e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   165   0.78720    8.58    0.28   -99.00   -99.00   -99.00     1.04000e-16  2.72943e-17      188.000  1.96000e-17  2.87085e-17  8.77000e-17  2.82843e-17      353.000      0.00000  1.87148e-17     -1.00000     -1.00000  1.67000e-17  1.47078e-17     -1.00000     -1.00000       0      3.00000
Par327   176   2.11240    9.11    1.07   -99.00   -99.00   -99.00     2.19000e-16  1.72534e-17      1300.00  2.55000e-17  1.13703e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.97000e-17  2.09304e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   188   2.04600    9.40    1.26   -99.00   -99.00   -99.00     1.01000e-16  1.61929e-17      538.500  6.84500e-18  1.31805e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.99000e-17  1.34492e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   197   2.11550    9.35    1.01   -99.00   -99.00   -99.00     1.45000e-16  2.22032e-17      1280.00  3.15000e-17  1.58392e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  8.33000e-17  2.91328e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   243   1.89610    9.20    0.82   -99.00   -99.00   -99.00     1.50000e-16  1.48492e-17      642.000  1.25000e-17  1.12996e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.19000e-17  8.98026e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   377   1.87820    8.83    0.53   -99.00   -99.00   -99.00     7.50000e-17  1.23037e-17      1153.04  1.72000e-17  9.34795e-18     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.92000e-17  8.01859e-18     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par327   639   1.82100    8.07   -0.16   -99.00   -99.00   -99.00     6.04000e-17  1.22754e-17      7620.00  2.53000e-17  9.98435e-18     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par328   18   0.29835    9.30    0.81   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  6.78500e-16  6.23694e-17      80.8500  2.06000e-16  4.52551e-17     -1.00000     -1.00000  5.46500e-17  1.56978e-17  1.35500e-16  3.88911e-17       0      3.00000
Par328   23   0.85675   10.11    1.99   -99.00   -99.00   -99.00     9.17500e-17  3.73355e-17      19.4500  1.89000e-17  3.83254e-17  6.61000e-16  4.92647e-17      181.000  1.33000e-16  4.52584e-17     -1.00000     -1.00000      0.00000  5.18256e-17     -1.00000     -1.00000       0      3.00000
Par328   26   0.52875    9.33    0.92   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.47000e-16  6.20278e-17      128.000  1.36500e-16  5.34035e-17     -1.00000     -1.00000  2.69000e-17  2.86400e-17  6.67000e-17  7.11400e-17       0      3.00000
